BULKLOAD data/sortedData_2_10_100.txt 100
INSERT 1117142618 168002245
INSERT 150122846 439493451
INSERT 990892921 1760243555
INSERT 1231192379 1622597488
INSERT 111537764 338888228
INSERT 2147469841 438792350
INSERT 1911165193 269441500
INSERT 2142757034 116087764
INSERT 1869470124 155324914
INSERT 8936987 1982275856
INSERT 1275373743 387346491
INSERT 350322227 841148365
INSERT 1960709859 1760281936
INSERT 771151432 1186452551
INSERT 1244316437 971899228
INSERT 1476153275 213975407
INSERT 1139901474 1626276121
INSERT 653468858 2130794395
INSERT 1239036029 1884661237
INSERT 1605908235 1350573793
INSERT 76065818 1605894428
INSERT 1789366143 1987231011
INSERT 1875335928 1784639529
QUERY 1939964443 2112255763
QUERY 352118606 1782436840
QUERY 1395235128 532670688
QUERY 2040651434 1975960378
QUERY 1911165193 269441500
QUERY 1129566413 184803526
QUERY 1544617505 243268139
QUERY 2027907669 968338082
QUERY 933110197 6939507
QUERY 1789376348 502278611
QUERY 1034949299 654887343
QUERY 1335354340 87755422
QUERY 1447267605 1369321801
QUERY 1308044878 1346811305
INSERT 705178736 1590079444
QUERY 1470503465 1402586708
QUERY 188213258 559412924
QUERY 201305624 238962600
QUERY 1273911899 1431419379
QUERY 619290071 707900973
QUERY 1255179497 524872353
QUERY 937370163 2058657199
QUERY 350322227 841148365
QUERY 572660336 1159126505
QUERY 437116466 1704365084
INSERT 638422090 1943327684
QUERY 1069755936 1237379107
QUERY 1856669179 1057418418
QUERY 1065103348 625032172
QUERY 2145174067 468703135
QUERY 2053999932 1264095060
QUERY 1070575321 260401255
QUERY 150122846 439493451
QUERY 945117276 1889947178
QUERY 846811127 1414829150
QUERY 324763920 155789224
QUERY 327254586 1572276965
QUERY 917679292 2006811972
QUERY 1414647625 1635905385
QUERY 412776091 1424268980
QUERY 1476153275 213975407
QUERY 524688209 700108581
QUERY 2114937732 726371155
QUERY 882160379 11614769
QUERY 630668850 246247255
INSERT 1548348142 105575579
QUERY 610515434 1585990364
QUERY 201690613 213801961
QUERY 1411154259 1737518944
QUERY 114723506 982936784
QUERY 950390868 255789528
QUERY 1137949908 1277849958
QUERY 1908518808 1023457753
QUERY 364228444 1947346619
QUERY 1781999754 150517567
QUERY 364319529 1034514500
QUERY 624549797 767066249
QUERY 1231192379 1622597488
QUERY 1780695788 709393584
QUERY 474613996 425245975
QUERY 160051528 2040332871
INSERT 430253414 861543921
INSERT 932026304 496060028
QUERY 332266748 1192707556
QUERY 820697697 655858699
QUERY 805750846 1632621729
QUERY 1739000681 1498617647
QUERY 149798315 2038664370
QUERY 1804289383 846930886
QUERY 1543755629 1722060049
QUERY 1476153275 213975407
QUERY 1194953865 894429689
QUERY 1131176229 1653377373
QUERY 1841585795 389040743
QUERY 1275373743 387346491
INSERT 1900553541 400000569
QUERY 1780172261 1450956042
INSERT 410409117 847228023
QUERY 1713258270 1573363368
QUERY 1989806367 1184214677
QUERY 1186631626 2016764524
QUERY 1276673168 1411328205
QUERY 696947386 1877565100
QUERY 1630634994 1665204916
QUERY 1297893529 1010528946
QUERY 1469348094 1956297539
INSERT 885799631 1314218593
QUERY 35005211 521595368
QUERY 8936987 1982275856
QUERY 76065818 1605894428
QUERY 1748806355 826047641
INSERT 970925433 309198987
QUERY 873524566 37487770
QUERY 1745790417 1251300606
INSERT 1025125849 2137100237
QUERY 412776091 1424268980
QUERY 1369133069 1125898167
QUERY 2147469841 438792350
QUERY 1930772757 1647149314
QUERY 1469348094 1956297539
QUERY 1899058025 2077211388
QUERY 1911165193 269441500
QUERY 1635550270 2069110699
QUERY 1231192379 1622597488
QUERY 1026413173 773319847
QUERY 452456682 1302539390
QUERY 771151432 1186452551
QUERY 2040651434 1975960378
QUERY 610515434 1585990364
QUERY 19485054 1983614030
QUERY 596516649 1189641421
QUERY 1047372231 1707746139
QUERY 333582338 628974580
QUERY 1548348142 105575579
QUERY 1780695788 709393584
QUERY 1543324176 1985433483
QUERY 1477171087 356426808
QUERY 1315634022 635723058
QUERY 345367818 257675105
QUERY 1937477084 1827336327
QUERY 845563291 1066077375
QUERY 524133589 1959343768
QUERY 74552805 927376882
QUERY 765326717 2143124030
QUERY 431530126 1421186593
QUERY 1469348094 1956297539
QUERY 1409959708 2077486715
QUERY 628175011 1656478042
QUERY 1738110294 406011017
QUERY 1960709859 1760281936
QUERY 294702567 1726956429
QUERY 1789366143 1987231011
QUERY 1260596963 362575055
QUERY 1751378130 1988714904
QUERY 1780695788 709393584
QUERY 1937477084 1827336327
QUERY 441767868 1122336503
QUERY 1460082195 1385414639
QUERY 1510080967 714880226
QUERY 294702567 1726956429
QUERY 1830539036 1290127955
QUERY 1131359211 1821066342
QUERY 157272379 1104627321
QUERY 1140384172 1763794427
QUERY 738647283 772970072
QUERY 10901063 1046370347
QUERY 1761250573 1089653714
QUERY 410134047 1038626924
QUERY 1330573317 603570492
QUERY 200747796 289700723
INSERT 356684278 1022089159
QUERY 14989683 1242561041
QUERY 1063958031 1633108117
QUERY 217927335 590335821
QUERY 1411549676 1843993368
QUERY 1376710097 927612902
QUERY 35005211 521595368
QUERY 932862806 1404515797
INSERT 1289547084 279121308
QUERY 294110991 1417076376
QUERY 1875335928 1784639529
QUERY 1409959708 2077486715
QUERY 82173109 1105816539
INSERT 454333378 972058109
QUERY 1131176229 1653377373
QUERY 992028067 180785147
QUERY 491705403 1918502651
QUERY 1315634022 635723058
QUERY 235202254 833215350
QUERY 2044897763 1967513926
QUERY 327254586 1572276965
QUERY 803590181 820097487
QUERY 831768825 1604765404
QUERY 1785550551 1534230297
QUERY 1341443181 1078898506
QUERY 970925433 309198987
QUERY 309112297 420687483
QUERY 1579068977 395191309
QUERY 226723382 1907895021
QUERY 1244316437 971899228
QUERY 783368690 1102520059
QUERY 2010794583 305197314
QUERY 1384095820 1875641892
QUERY 1351538839 1787897525
QUERY 61101360 1267889618
QUERY 278722862 233665123
QUERY 370917955 384370888
QUERY 1101513929 1801979802
QUERY 1867107722 1304811783
QUERY 269455306 1703964683
QUERY 1687926652 660260756
QUERY 928140528 1892430639
QUERY 1012836610 627992393
QUERY 1238498976 646755199
QUERY 1409959708 2077486715
QUERY 1605908235 1350573793
QUERY 1681692777 1714636915
QUERY 1476453195 376696776
QUERY 1664423428 242588954
QUERY 2135019593 1151297278
QUERY 2040651434 1975960378
QUERY 415522325 1799560997
QUERY 695466127 745598382
QUERY 608413784 756898537
QUERY 1780695788 709393584
QUERY 953691761 507578762
QUERY 1713258270 1573363368
QUERY 108375482 202550399
QUERY 2118801173 1119399015
QUERY 982906996 135497281
QUERY 8936987 1982275856
QUERY 608413784 756898537
INSERT 234576987 1866355856
QUERY 1059961393 2089018456
QUERY 304089172 1303455736
QUERY 783368690 1102520059
INSERT 1931706506 85291638
QUERY 472131489 1671581032
QUERY 991039875 878273679
QUERY 1794292538 1209734969
QUERY 1444311956 153162844
INSERT 1020406649 825726814
QUERY 1968922326 221713886
QUERY 149798315 2038664370
QUERY 1713258270 1573363368
QUERY 945117276 1889947178
QUERY 1687926652 660260756
QUERY 2114738097 2007905771
QUERY 1937477084 1827336327
QUERY 18400960 2138982933
QUERY 213213171 568275358
QUERY 399493245 1567022181
QUERY 1499150323 1910210050
INSERT 1903409954 379461075
QUERY 1987235624 1451042659
QUERY 1101513929 1801979802
QUERY 454333378 972058109
QUERY 150122846 439493451
QUERY 1063958031 1633108117
QUERY 1911165193 269441500
QUERY 1321756868 1111088131
QUERY 1490549207 38649718
QUERY 1804289383 846930886
QUERY 1365180540 1540383426
QUERY 2040651434 1975960378
QUERY 628175011 1656478042
QUERY 896925393 455843485
QUERY 1900553541 400000569
QUERY 1139352160 1124734562
QUERY 1960709859 1760281936
QUERY 895873480 1587992726
QUERY 1365180540 1540383426
QUERY 572132557 461152493
QUERY 984124220 649785905
QUERY 653468858 2130794395
QUERY 855636226 1749698586
QUERY 692458743 1367209095
QUERY 1146137088 1254749154
QUERY 752392754 1474612399
QUERY 1365180540 1540383426
QUERY 2044897763 1967513926
QUERY 1141616124 84353895
QUERY 1698487330 272312086
QUERY 1911759956 749241873
QUERY 1139901474 1626276121
QUERY 1322623287 454806773
QUERY 596516649 1189641421
QUERY 1386510139 331016259
QUERY 1845636353 692981712
QUERY 719885386 1649760492
QUERY 2107654819 1196774315
QUERY 990892921 1760243555
QUERY 608413784 756898537
QUERY 1789366143 1987231011
INSERT 573666704 933596911
QUERY 596516649 1189641421
QUERY 1900553541 400000569
QUERY 294702567 1726956429
QUERY 1239036029 1884661237
QUERY 1687926652 660260756
QUERY 1719650353 883799426
QUERY 1912163036 671068506
QUERY 1604665417 750679664
QUERY 1756098480 845954166
QUERY 815774123 2016408437
QUERY 86086317 1987106312
QUERY 1373226340 1631518149
QUERY 228217069 551201745
QUERY 1435001171 1047196295
QUERY 939819582 2001100545
QUERY 1960709859 1760281936
QUERY 1805613091 144874089
QUERY 13798878 94255812
QUERY 2081362124 636453333
QUERY 1360478499 604263370
QUERY 1155465115 535286141
QUERY 1231192379 1622597488
QUERY 844169939 1033206202
QUERY 1911759956 749241873
QUERY 1869470124 155324914
QUERY 982906996 135497281
QUERY 30387226 1608340634
QUERY 771151432 1186452551
QUERY 118993446 73673339
QUERY 1100661313 1433925857
QUERY 44470216 888482339
QUERY 1874960596 547407330
QUERY 1396342013 1518260757
QUERY 912194650 1101533292
QUERY 562390279 2025251990
QUERY 2114738097 2007905771
QUERY 1101513929 1801979802
QUERY 375444584 1989200801
QUERY 730199492 1154615609
QUERY 1702022939 1850612763
QUERY 1221389873 1173002606
QUERY 1330573317 603570492
QUERY 2089816339 1114646704
QUERY 2132688302 1017565625
QUERY 35005211 521595368
QUERY 752392754 1474612399
QUERY 2053999932 1264095060
QUERY 1911165193 269441500
QUERY 1637840187 700287639
QUERY 764851988 1031207394
INSERT 707184680 2145854098
QUERY 2131058752 493886463
QUERY 1875335928 1784639529
QUERY 1616916066 1204868098
QUERY 256804978 1559382853
QUERY 1129566413 184803526
QUERY 1558581086 1268409912
QUERY 336465782 861021530
QUERY 1702943003 959162035
QUERY 1903409954 379461075
QUERY 149798315 2038664370
QUERY 707184680 2145854098
QUERY 771151432 1186452551
INSERT 1457880381 461851014
QUERY 1369133069 1125898167
QUERY 112805732 1120048829
QUERY 1814634316 1343457914
QUERY 1911759956 749241873
QUERY 1916237892 1565306616
QUERY 1960709859 1760281936
QUERY 364228444 1947346619
QUERY 487073847 1750829613
QUERY 1376941062 100603786
QUERY 137806862 42999170
QUERY 989230775 1802491982
QUERY 263043320 1038828826
QUERY 364228444 1947346619
QUERY 1578716908 62299853
QUERY 1780695788 709393584
QUERY 701539807 1143849810
QUERY 1239036029 1884661237
QUERY 1989352324 1813511382
QUERY 945117276 1889947178
QUERY 1100661313 1433925857
QUERY 350322227 841148365
QUERY 256363941 313823293
QUERY 1412017135 1390387708
QUERY 386753870 1853101996
QUERY 2049197811 716898500
QUERY 1476153275 213975407
QUERY 551008693 896551633
QUERY 1391927494 1051402293
QUERY 1245466382 95275444
QUERY 1289547084 279121308
QUERY 1373226340 1631518149
QUERY 2147469841 438792350
QUERY 572660336 1159126505
QUERY 1911759956 749241873
QUERY 1244316437 971899228
QUERY 160051528 2040332871
QUERY 327254586 1572276965
QUERY 412776091 1424268980
QUERY 1594769883 1817049764
QUERY 327254586 1572276965
QUERY 1713258270 1573363368
QUERY 503615949 437180529
QUERY 65785292 1137638147
QUERY 352406219 1600028624
INSERT 936621968 1312313043
QUERY 2145174067 468703135
QUERY 1605908235 1350573793
INSERT 1998562957 198619204
QUERY 2040651434 1975960378
QUERY 269455306 1703964683
QUERY 104665169 258219170
QUERY 1004011520 1456139563
QUERY 245277883 729568616
QUERY 572660336 1159126505
QUERY 1231192379 1622597488
QUERY 1904251768 1579059895
QUERY 1569654968 1401422376
QUERY 1804289383 846930886
QUERY 1911165193 269441500
QUERY 454333378 972058109
QUERY 398068012 1189544209
QUERY 137806862 42999170
QUERY 1129566413 184803526
QUERY 982906996 135497281
QUERY 1064651899 1628414422
QUERY 1713258270 1573363368
INSERT 612816071 429363923
QUERY 1660038320 216272000
QUERY 614340012 285830504
QUERY 610515434 1585990364
QUERY 1869470124 155324914
QUERY 1184622626 1636750614
QUERY 1255179497 524872353
QUERY 1955769409 259488863
INSERT 421101832 688852786
QUERY 1365180540 1540383426
QUERY 709606368 1041356631
QUERY 39848341 37623446
QUERY 315813605 1824700010
QUERY 1131176229 1653377373
QUERY 1667250732 1788986238
QUERY 1194953865 894429689
QUERY 1820042348 2059643461
QUERY 1789366143 1987231011
QUERY 1179529128 1961415139
QUERY 1999038585 574620392
INSERT 167368542 251836754
QUERY 278722862 233665123
QUERY 2053999932 1264095060
INSERT 1681545190 1572255140
QUERY 2147469841 438792350
QUERY 1782648142 1634296630
QUERY 653468858 2130794395
QUERY 1215387142 364531492
QUERY 531900034 1166437685
QUERY 132629780 1744161708
QUERY 576279545 349121784
QUERY 1244316437 971899228
QUERY 1320634492 1304438548
QUERY 791251530 859310840
QUERY 317097467 1892066601
QUERY 384868448 102194872
QUERY 1268632557 145376088
QUERY 327254586 1572276965
QUERY 1680687005 1090438014
QUERY 502390523 106242869
QUERY 2145174067 468703135
QUERY 1231192379 1622597488
QUERY 159037710 237140292
QUERY 339335164 1918386023
QUERY 990892921 1760243555
QUERY 1602182790 481387902
QUERY 76065818 1605894428
QUERY 112805732 1120048829
QUERY 336465782 861021530
QUERY 372315265 878777377
QUERY 1115917669 413892161
QUERY 631704567 498777856
QUERY 596516649 1189641421
INSERT 113766839 111387570
QUERY 1683213486 141413008
QUERY 336465782 861021530
QUERY 1036140795 463480570
QUERY 1063958031 1633108117
QUERY 104221117 1184726095
QUERY 1369520631 1665728802
QUERY 177312851 2105210525
QUERY 69114447 966071161
QUERY 1107484169 1084384795
QUERY 1687926652 660260756
INSERT 1344541320 1725362297
INSERT 1611336688 1396028861
QUERY 1598048401 1537794114
QUERY 949784416 641450052
QUERY 2142757034 116087764
QUERY 1330573317 603570492
QUERY 1605908235 1350573793
QUERY 855636226 1749698586
QUERY 1983827549 1981393799
QUERY 939819582 2001100545
QUERY 1896073990 954296984
QUERY 352406219 1600028624
QUERY 653468858 2130794395
INSERT 644834684 220510539
QUERY 1315634022 635723058
QUERY 327305250 435482362
QUERY 271826264 1196153579
QUERY 1931706506 85291638
QUERY 631704567 498777856
QUERY 1656951142 1874412034
QUERY 350322227 841148365
QUERY 1944216249 150203107
QUERY 1891363558 850377601
QUERY 1285859963 1247412082
QUERY 1411549676 1843993368
QUERY 1584008430 236616554
QUERY 269455306 1703964683
QUERY 1131176229 1653377373
QUERY 637760029 406736335
QUERY 783368690 1102520059
QUERY 1365180540 1540383426
QUERY 346030096 1544899551
QUERY 596727699 875470641
QUERY 1713258270 1573363368
QUERY 209419369 4537736
QUERY 1066075704 2094258726
QUERY 76065818 1605894428
QUERY 805750846 1632621729
QUERY 450395738 1583274723
QUERY 980690626 1598564401
QUERY 1315634022 635723058
QUERY 402724286 593209441
QUERY 1218272784 1918258803
INSERT 136864840 1865033882
QUERY 932026304 496060028
QUERY 1605908235 1350573793
QUERY 136864840 1865033882
QUERY 461780768 363159161
QUERY 221558440 270744729
QUERY 1045069410 568637651
QUERY 1786910435 452703447
QUERY 1376710097 927612902
INSERT 241315329 1994159651
QUERY 1683673949 189409560
QUERY 1675644664 749217043
QUERY 364228444 1947346619
QUERY 560413640 1171142496
QUERY 68728258 1026253510
QUERY 665680297 1675910875
QUERY 1846164556 1844967250
QUERY 752392754 1474612399
QUERY 1605908235 1350573793
QUERY 1032684367 1478326644
QUERY 1349029729 1830496746
QUERY 854155594 1656527645
QUERY 535297508 1526446286
QUERY 1477171087 356426808
QUERY 35005211 521595368
QUERY 619480878 1856374729
QUERY 2139842053 722633179
QUERY 53476175 1397489210
QUERY 1080502308 172669440
QUERY 1829197086 1467704485
QUERY 846667123 1919655804
QUERY 364228444 1947346619
QUERY 320401392 1201162069
INSERT 939882271 910053150
QUERY 2142757034 116087764
QUERY 1676314462 867874951
QUERY 1948377259 1073881423
QUERY 755594861 1416023182
QUERY 855636226 1749698586
QUERY 272327630 1156565744
QUERY 1476967137 1578037126
QUERY 340606628 1502774186
QUERY 978128825 553574882
QUERY 1255179497 524872353
QUERY 850598623 1386615055
QUERY 2147469841 438792350
QUERY 1178835412 674426555
QUERY 1830992300 1016499950
INSERT 1160475789 447053428
QUERY 1869470124 155324914
QUERY 454333378 972058109
QUERY 193088109 682900658
QUERY 1533499281 2025753319
QUERY 533424260 1186896499
QUERY 218248263 2097951318
QUERY 1289547084 279121308
QUERY 294702567 1726956429
QUERY 1945972417 442357055
QUERY 1998898814 1548233367
QUERY 1610120709 791698927
QUERY 358104524 900874211
QUERY 2087770711 1026201114
QUERY 976668784 1991241042
QUERY 1063958031 1633108117
QUERY 859484421 1914544919
QUERY 1924264286 1598171894
QUERY 2147469841 438792350
QUERY 1949378337 1367858053
QUERY 572660336 1159126505
QUERY 751002780 1099358641
QUERY 943116035 2048017638
QUERY 149798315 2038664370
QUERY 805750846 1632621729
QUERY 200747796 289700723
INSERT 625728906 2138704485
QUERY 990892921 1760243555
QUERY 1732360161 1984313970
QUERY 1330573317 603570492
QUERY 899633766 1914500838
QUERY 922802942 1954784284
QUERY 737654461 606765135
QUERY 1092771206 831083598
QUERY 959997301 485560280
QUERY 849580744 1820432110
QUERY 511702305 2084420925
QUERY 1529695171 2094836299
QUERY 1036140795 463480570
QUERY 431787582 204742850
QUERY 1365180540 1540383426
QUERY 604303818 1609446676
QUERY 1231192379 1622597488
QUERY 990892921 1760243555
QUERY 1869470124 155324914
QUERY 12692331 582187500
QUERY 1206674446 186125413
QUERY 1059961393 2089018456
QUERY 1896236448 1127167744
QUERY 589130772 286983804
QUERY 1141616124 84353895
QUERY 1255179497 524872353
QUERY 1036869528 420376850
QUERY 1610120709 791698927
QUERY 1036001642 1140858988
QUERY 1116391568 213153954
QUERY 1194953865 894429689
QUERY 1727918107 850382211
QUERY 377108003 58591440
QUERY 1030121288 892335526
QUERY 1312712376 1542537541
QUERY 244930122 1745693059
QUERY 150122846 439493451
QUERY 2044897763 1967513926
QUERY 335531187 1791321676
QUERY 494220239 189258051
QUERY 247849492 1608112644
QUERY 352964522 1483732493
QUERY 878786386 19063328
QUERY 200747796 289700723
QUERY 1845299958 817482649
QUERY 1859563181 637438146
QUERY 281276174 2146735658
QUERY 188510062 783175739
QUERY 243804735 737582315
QUERY 136864840 1865033882
QUERY 783387964 1948432483
QUERY 364228444 1947346619
QUERY 1003497683 821319300
QUERY 1458757446 136561149
QUERY 111537764 338888228
QUERY 1139901474 1626276121
QUERY 608413784 756898537
QUERY 1091854097 317992893
QUERY 1931706506 85291638
QUERY 1746283858 885420959
QUERY 1911759956 749241873
QUERY 1036140795 463480570
QUERY 2044897763 1967513926
QUERY 845997813 1862140492
QUERY 221558440 270744729
QUERY 430253414 861543921
QUERY 1026488339 990217934
QUERY 412776091 1424268980
QUERY 2006420005 397977904
QUERY 331557302 915989944
QUERY 1894600361 231366256
QUERY 2093506748 643762327
QUERY 475853939 2026366796
QUERY 628175011 1656478042
INSERT 371591002 826782912
QUERY 554938157 353592203
QUERY 410409117 847228023
QUERY 806517553 1063765871
INSERT 1798418557 810882584
QUERY 1403997111 20084148
QUERY 112805732 1120048829
QUERY 932026304 496060028
QUERY 896172326 1793891254
QUERY 201345764 364196342
QUERY 936621968 1312313043
QUERY 1104028380 1255237575
QUERY 2066120160 1206266994
INSERT 1322633623 1226351142
QUERY 1234644696 220282619
QUERY 483989693 32321825
QUERY 928494151 831220360
QUERY 1032566124 2017461929
QUERY 446703183 794123786
QUERY 8936987 1982275856
QUERY 1605908235 1350573793
QUERY 1687926652 660260756
QUERY 1409959708 2077486715
QUERY 1632565483 1495749339
QUERY 179486052 66493503
QUERY 2083955432 1584251327
QUERY 885799631 1314218593
QUERY 1875335928 1784639529
QUERY 1194953865 894429689
QUERY 627200707 1492469147
QUERY 1025202362 1350490027
QUERY 1231067850 687506457
QUERY 753999960 1931525347
QUERY 1368293026 615952861
QUERY 2024516898 1045552368
QUERY 1063958031 1633108117
QUERY 1869470124 155324914
QUERY 336728279 966488613
QUERY 701807124 1648609
QUERY 689155066 408671759
QUERY 136864840 1865033882
QUERY 139536873 1059789835
QUERY 2105342203 445968158
QUERY 2142757034 116087764
QUERY 932026304 496060028
QUERY 2120838155 1241258962
QUERY 304089172 1303455736
QUERY 1558349476 1656498187
QUERY 1180082199 1213877140
QUERY 126183327 29809451
QUERY 475777610 866360494
QUERY 1988308582 1392537953
QUERY 399403847 613932652
QUERY 327254586 1572276965
QUERY 697054660 1508472944
QUERY 1017487483 1962928545
QUERY 1029322037 876085544
QUERY 719885386 1649760492
QUERY 1424771149 872358697
QUERY 1998898814 1548233367
QUERY 2085331055 1182595892
QUERY 1960709859 1760281936
QUERY 1960709859 1760281936
QUERY 1369133069 1125898167
QUERY 2122533302 1588279465
QUERY 2146690120 276217690
QUERY 1148576388 191520958
QUERY 1662919361 1614718295
INSERT 1600766768 649830540
QUERY 1117142618 168002245
QUERY 1477171087 356426808
QUERY 25701533 1293259316
QUERY 970925433 309198987
QUERY 1440458800 1514722040
INSERT 716952774 515814780
QUERY 2114738097 2007905771
QUERY 752392754 1474612399
QUERY 608427746 109450254
QUERY 1365180540 1540383426
QUERY 2040651434 1975960378
QUERY 1728671166 503984129
QUERY 1944442929 1930644296
QUERY 402724286 593209441
QUERY 1979629507 351748718
QUERY 1727856737 1144963628
QUERY 350322227 841148365
QUERY 1900553541 400000569
QUERY 35005211 521595368
QUERY 716952774 515814780
QUERY 1743131527 2095530607
QUERY 2103816215 1690075412
QUERY 2041824130 1178341976
QUERY 1411549676 1843993368
QUERY 317097467 1892066601
QUERY 1743768897 152059765
QUERY 1401808472 1241027172
QUERY 412776091 1424268980
QUERY 1376710097 927612902
QUERY 2018462069 371704852
QUERY 412776091 1424268980
QUERY 862372072 1051030530
QUERY 752392754 1474612399
QUERY 608413784 756898537
QUERY 1807444981 1645803002
QUERY 1411549676 1843993368
INSERT 486363501 127758874
QUERY 771151432 1186452551
QUERY 1937477084 1827336327
QUERY 22852617 55119204
QUERY 78756298 1241361591
QUERY 304089172 1303455736
QUERY 2142757034 116087764
QUERY 2145174067 468703135
QUERY 1734575198 1973594324
QUERY 181010038 2036267705
QUERY 1196748250 1124220263
QUERY 610515434 1585990364
QUERY 805750846 1632621729
QUERY 1325827441 955701520
QUERY 221558440 270744729
QUERY 1813908251 908835090
QUERY 1025202362 1350490027
QUERY 771893916 57518732
QUERY 1181738995 1827723200
QUERY 773748473 1527337001
QUERY 2846977 280981337
QUERY 1236682857 817213073
QUERY 1937477084 1827336327
QUERY 1036140795 463480570
QUERY 1255179497 524872353
QUERY 1141616124 84353895
QUERY 735169591 924279777
QUERY 304133130 806176022
QUERY 1087157360 1838177151
QUERY 982906996 135497281
QUERY 1875335928 1784639529
QUERY 1036140795 463480570
QUERY 950777694 1354575023
QUERY 410409117 847228023
QUERY 1605908235 1350573793
QUERY 939819582 2001100545
QUERY 859484421 1914544919
QUERY 608413784 756898537
QUERY 421101832 688852786
QUERY 805750846 1632621729
QUERY 1480832247 652942916
QUERY 1687926652 660260756
QUERY 1032636498 951186440
QUERY 1632381616 422449966
QUERY 1540111021 2132719348
QUERY 716952774 515814780
QUERY 631704567 498777856
QUERY 1681545190 1572255140
QUERY 136864840 1865033882
QUERY 1508909576 661362461
QUERY 1612548901 1250016323
QUERY 1672466289 148420696
QUERY 133656396 1690815424
QUERY 982906996 135497281
INSERT 919191847 693866392
QUERY 1833949222 243444543
QUERY 188043983 2014126950
QUERY 1231192379 1622597488
QUERY 355126162 291789062
QUERY 1964255351 1496216347
QUERY 1629872743 1950138326
QUERY 1871812298 347788837
QUERY 1041655229 1789065969
QUERY 2032510512 1851164576
QUERY 716952774 515814780
QUERY 2006777163 2142010736
QUERY 771151432 1186452551
QUERY 1264537114 1926315612
INSERT 746926210 1728970290
QUERY 1453298941 2000490107
QUERY 982906996 135497281
QUERY 612816071 429363923
QUERY 402724286 593209441
QUERY 1117142618 168002245
QUERY 719885386 1649760492
QUERY 1576184454 852087126
QUERY 433573769 1745520789
QUERY 1598527249 2123801655
QUERY 2084368447 1591644042
QUERY 1231192379 1622597488
QUERY 885799631 1314218593
QUERY 1194953865 894429689
QUERY 910492930 1335714087
QUERY 40317565 1791455662
QUERY 1389492803 172154289
QUERY 148472296 2049488897
QUERY 1493649292 1007245829
QUERY 1191566617 1716462158
QUERY 644834684 220510539
QUERY 1131491977 1827092061
QUERY 1015322500 1574486766
QUERY 1218458780 748515749
INSERT 460467935 920670038
QUERY 1069142334 1644817046
QUERY 990982690 1347008216
QUERY 391091185 591313492
QUERY 932026304 496060028
INSERT 165418241 1381690930
QUERY 1276192190 1211608254
QUERY 119764672 686730762
QUERY 1147198697 1031589325
QUERY 1101513929 1801979802
QUERY 1732940310 1987489992
QUERY 990892921 1760243555
QUERY 1306766083 941117027
INSERT 1472184324 175324309
QUERY 1451516499 1107713080
QUERY 1227477752 1668455932
QUERY 668170982 1956428651
QUERY 1101513929 1801979802
QUERY 1322633623 1226351142
QUERY 111537764 338888228
QUERY 1605908235 1350573793
QUERY 1374344043 760313750
QUERY 336465782 861021530
QUERY 1926585258 1829878520
QUERY 1638823523 1202969762
QUERY 1771358132 878051463
QUERY 1957747793 424238335
QUERY 254980437 575575027
QUERY 1025202362 1350490027
QUERY 1599534911 27553146
QUERY 356684278 1022089159
QUERY 505492905 895610196
