BULKLOAD data/sortedData_2_10_100000.txt 100000
INSERT 1117142618 168002245
INSERT 150122846 439493451
INSERT 990892921 1760243555
INSERT 1231192379 1622597488
INSERT 111537764 338888228
INSERT 2147469841 438792350
INSERT 1911165193 269441500
INSERT 2142757034 116087764
INSERT 1869470124 155324914
INSERT 8936987 1982275856
INSERT 1275373743 387346491
INSERT 350322227 841148365
INSERT 1960709859 1760281936
INSERT 771151432 1186452551
INSERT 1244316437 971899228
INSERT 1476153275 213975407
INSERT 1139901474 1626276121
INSERT 653468858 2130794395
INSERT 1239036029 1884661237
INSERT 1605908235 1350573793
INSERT 76065818 1605894428
INSERT 1789366143 1987231011
INSERT 1875335928 1784639529
INSERT 2103318776 1597322404
INSERT 1939964443 2112255763
INSERT 1432114613 1067854538
INSERT 352118606 1782436840
INSERT 1909002904 165344818
INSERT 1395235128 532670688
INSERT 1351797369 492067917
INSERT 1504569917 680466996
INSERT 706043324 496987743
INSERT 159259470 1359512183
INSERT 480298490 1398295499
INSERT 1096689772 2086206725
INSERT 601385644 1172755590
INSERT 1544617505 243268139
INSERT 1012502954 1272469786
INSERT 2027907669 968338082
INSERT 722308542 1820388464
INSERT 933110197 6939507
INSERT 740759355 1285228804
INSERT 1789376348 502278611
INSERT 1450573622 1037127828
INSERT 1034949299 654887343
INSERT 1529195746 392035568
INSERT 1335354340 87755422
INSERT 889023311 1494613810
INSERT 1447267605 1369321801
INSERT 745425661 396473730
INSERT 1308044878 1346811305
INSERT 1569229320 705178736
INSERT 1590079444 434248626
INSERT 1977648522 1470503465
INSERT 1402586708 552473416
INSERT 1143408282 188213258
INSERT 559412924 1884167637
INSERT 1473442062 201305624
INSERT 238962600 776532036
INSERT 1238433452 1273911899
INSERT 1431419379 620145550
INSERT 1665947468 619290071
INSERT 707900973 407487131
INSERT 2113903881 7684930
INSERT 1776808933 711845894
INSERT 404158660 937370163
INSERT 2058657199 1973387981
INSERT 1642548899 1501252996
INSERT 260152959 1472713773
INSERT 824272813 1662739668
INSERT 2025187190 1967681095
INSERT 1850952926 437116466
INSERT 1704365084 1176911340
INSERT 638422090 1943327684
INSERT 1953443376 1876855542
INSERT 1069755936 1237379107
INSERT 349517445 588219756
INSERT 1856669179 1057418418
INSERT 995706887 1823089412
INSERT 1065103348 625032172
INSERT 387451659 1469262009
INSERT 1562402336 298625210
INSERT 1295166342 1057467587
INSERT 1799878206 1555319301
INSERT 382697713 476667372
INSERT 1070575321 260401255
INSERT 296864819 774044599
INSERT 697517721 2001229904
INSERT 1950955939 1335939811
INSERT 1797073940 1756915667
INSERT 1065311705 719346228
INSERT 846811127 1414829150
INSERT 1307565984 555996658
INSERT 324763920 155789224
INSERT 231602422 1389867269
INSERT 780821396 619054081
INSERT 711645630 195740084
INSERT 917679292 2006811972
INSERT 1253207672 570073850
INSERT 1414647625 1635905385
INSERT 1046741222 337739299
INSERT 1896306640 1343606042
INSERT 1111783898 446340713
INSERT 1197352298 915256190
INSERT 1782280524 846942590
INSERT 524688209 700108581
INSERT 1566288819 1371499336
INSERT 2114937732 726371155
INSERT 1927495994 292218004
INSERT 882160379 11614769
INSERT 1682085273 1662981776
INSERT 630668850 246247255
INSERT 1858721860 1548348142
INSERT 105575579 964445884
INSERT 2118421993 1520223205
INSERT 452867621 1017679567
INSERT 1857962504 201690613
INSERT 213801961 822262754
INSERT 648031326 1411154259
INSERT 1737518944 282828202
INSERT 110613202 114723506
INSERT 982936784 1676902021
INSERT 1486222842 950390868
INSERT 255789528 1266235189
INSERT 1242608872 1137949908
INSERT 1277849958 777210498
INSERT 653448036 1908518808
INSERT 1023457753 364686248
INSERT 1309383303 1129033333
INSERT 1329132133 1280321648
INSERT 501772890 1781999754
INSERT 150517567 212251746
INSERT 1983690368 364319529
INSERT 1034514500 484238046
INSERT 1775473788 624549797
INSERT 767066249 1886086990
INSERT 739273303 1750003033
INSERT 1415505363 78012497
INSERT 552910253 1671294892
INSERT 1344247686 1795519125
INSERT 661761152 474613996
INSERT 425245975 1315209188
INSERT 235649157 1448703729
INSERT 1679895436 1545032460
INSERT 430253414 861543921
INSERT 677870460 932026304
INSERT 496060028 828388027
INSERT 1144278050 332266748
INSERT 1192707556 31308902
INSERT 816504794 820697697
INSERT 655858699 1583571043
INSERT 559301039 1395132002
INSERT 1186090428 1974806403
INSERT 1473144500 1739000681
INSERT 1498617647 669908538
INSERT 1387036159 12895151
INSERT 1144522535 1812282134
INSERT 1328104339 1380171692
INSERT 1113502215 860516127
INSERT 777720504 1543755629
INSERT 1722060049 1455590964
INSERT 328298285 70636429
INSERT 136495343 1472576335
INSERT 402903177 1329202900
INSERT 1503885238 1219407971
INSERT 2416949 12260289
INSERT 655495367 561717988
INSERT 1407392292 1841585795
INSERT 389040743 733053144
INSERT 1433102829 1887658390
INSERT 1402961682 672655340
INSERT 1900553541 400000569
INSERT 337453826 1081174232
INSERT 1780172261 1450956042
INSERT 1941690360 410409117
INSERT 847228023 1516266761
INSERT 1866000081 1175526309
INSERT 1586903190 2002495425
INSERT 500618996 1989806367
INSERT 1184214677 2004504234
INSERT 1061730690 1186631626
INSERT 2016764524 1717226057
INSERT 1748349614 1276673168
INSERT 1411328205 2137390358
INSERT 2009726312 696947386
INSERT 1877565100 1265204346
INSERT 1369602726 1630634994
INSERT 1665204916 1707056552
INSERT 564325578 1297893529
INSERT 1010528946 358532290
INSERT 1708302647 1857756970
INSERT 1874799051 1426819080
INSERT 885799631 1314218593
INSERT 1281830857 1386418627
INSERT 1156541312 318561886
INSERT 1243439214 70788355
INSERT 1505193512 1112720090
INSERT 1788014412 1106059479
INSERT 241909610 1051858969
INSERT 1095966189 104152274
INSERT 1748806355 826047641
INSERT 1369356620 970925433
INSERT 309198987 887077888
INSERT 530498338 873524566
INSERT 37487770 1541027284
INSERT 1232056856 1745790417
INSERT 1251300606 959372260
INSERT 1025125849 2137100237
INSERT 126107205 159473059
INSERT 1376035217 1282648518
INSERT 478034945 471990783
INSERT 1353436873 1983228458
INSERT 1584710873 993967637
INSERT 941804289 1826620483
INSERT 2045826607 2037770478
INSERT 1930772757 1647149314
INSERT 716334471 1152645729
INSERT 470591100 1025533459
INSERT 2039723618 1001089438
INSERT 1899058025 2077211388
INSERT 394633074 983631233
INSERT 1675518157 1645933681
INSERT 1943003493 553160358
INSERT 1635550270 2069110699
INSERT 712633417 864101839
INSERT 1204275569 1190668363
INSERT 1336092622 410228794
INSERT 1026413173 773319847
INSERT 1404196431 1968217462
INSERT 452456682 1302539390
INSERT 1858504292 235745791
INSERT 802205057 427355115
INSERT 1388391521 1272796157
INSERT 1452888574 1280631491
INSERT 126401947 1204462951
INSERT 1210359231 521035021
INSERT 40610537 738393740
INSERT 19485054 1983614030
INSERT 1291554098 1655035325
INSERT 1905241081 2004187516
INSERT 371653516 962033002
INSERT 1047372231 1707746139
INSERT 1372261796 2073785404
INSERT 333582338 628974580
INSERT 1894519218 786039021
INSERT 1931513970 1605539862
INSERT 1021784812 586235379
INSERT 2032894977 262692685
INSERT 1859031536 1338299904
INSERT 1543324176 1985433483
INSERT 395279207 606199759
INSERT 358984857 435889744
INSERT 1344593499 378469911
INSERT 272020127 488663950
INSERT 2033505236 29777560
INSERT 345367818 257675105
INSERT 991810563 1392740049
INSERT 1965421244 216588711
INSERT 1319041805 151519934
INSERT 845563291 1066077375
INSERT 937558955 629593614
INSERT 524133589 1959343768
INSERT 1215828993 409544918
INSERT 74552805 927376882
INSERT 1747844822 1617876982
INSERT 765326717 2143124030
INSERT 76593093 1124311574
INSERT 431530126 1421186593
INSERT 1502781486 703550253
INSERT 1909850543 1388803074
INSERT 733327814 107734713
INSERT 1646478179 1725138377
INSERT 1500474762 1464415775
INSERT 1941727088 672032919
INSERT 1615935710 639806732
INSERT 1738110294 406011017
INSERT 1269400346 114760235
INSERT 217871137 337745691
INSERT 524305153 292423943
INSERT 1265122573 124666328
INSERT 1910300925 2030449291
INSERT 120306710 1986894018
INSERT 1007277217 551836836
INSERT 1260596963 362575055
INSERT 1255387090 1022963858
INSERT 1751378130 1988714904
INSERT 1130698571 1250372661
INSERT 1566369633 483689685
INSERT 567304789 1360613073
INSERT 1155722604 35756851
INSERT 2000419805 746349250
INSERT 441767868 1122336503
INSERT 861109485 659639006
INSERT 1460082195 1385414639
INSERT 952062949 577721120
INSERT 1510080967 714880226
INSERT 460686763 1630387677
INSERT 554290596 1467963981
INSERT 34740865 1814887560
INSERT 1830539036 1290127955
INSERT 690367770 1434433518
INSERT 1131359211 1821066342
INSERT 537322532 550245196
INSERT 157272379 1104627321
INSERT 1910858270 1312994984
INSERT 1140384172 1763794427
INSERT 2059344234 1582152040
INSERT 738647283 772970072
INSERT 94307398 51245830
INSERT 10901063 1046370347
INSERT 628966950 1520982030
INSERT 1761250573 1089653714
INSERT 1003886059 168057522
INSERT 410134047 1038626924
INSERT 1982945082 93189435
INSERT 181271232 525829204
INSERT 1527622954 1312630443
INSERT 199411898 2064945486
INSERT 1862875640 356684278
INSERT 1022089159 1626250262
INSERT 1669679262 14989683
INSERT 1242561041 1581539848
INSERT 1597141723 1981208324
INSERT 207026272 1691449122
INSERT 2032454154 217927335
INSERT 590335821 513937457
INSERT 1738909365 204102747
INSERT 1603591171 595311776
INSERT 372160269 2013725218
INSERT 1633938701 207621703
INSERT 2106914653 1815209933
INSERT 733450907 1487053959
INSERT 980356728 932862806
INSERT 1404515797 695748720
INSERT 1289547084 279121308
INSERT 174515334 811742698
INSERT 294110991 1417076376
INSERT 245798898 1891252715
INSERT 1250801052 452825171
INSERT 1435218189 1135771559
INSERT 670752506 2025554010
INSERT 1649709016 262178224
INSERT 82173109 1105816539
INSERT 857490000 454333378
INSERT 972058109 343945053
INSERT 661955081 931489114
INSERT 11671338 1395405989
INSERT 271059426 992028067
INSERT 180785147 1675575223
INSERT 1687776787 1470332231
INSERT 1954696532 1862292122
INSERT 134591281 101323875
INSERT 1131884850 380390179
INSERT 1992576590 235202254
INSERT 833215350 1280311131
INSERT 1370973813 1503967857
INSERT 1158381494 873199181
INSERT 1766146081 1240554603
INSERT 1979015720 476152433
INSERT 1694887982 803590181
INSERT 820097487 209359415
INSERT 1735079296 831768825
INSERT 1604765404 2006138722
INSERT 1823796892 1785550551
INSERT 1534230297 1364090032
INSERT 1108399134 1341443181
INSERT 1078898506 1242990415
INSERT 1442767057 63299708
INSERT 1623380595 1287859999
INSERT 298501962 309112297
INSERT 420687483 1669475776
INSERT 1813080154 1579068977
INSERT 395191309 1431742587
INSERT 672139932 226723382
INSERT 1907895021 219544266
INSERT 1030313563 580508860
INSERT 428903682 617909211
INSERT 1412277685 2033669086
INSERT 476564285 1088590930
INSERT 1671735990 2010794583
INSERT 305197314 632651476
INSERT 1204754116 1384095820
INSERT 1875641892 500037525
INSERT 1447395528 1351538839
INSERT 1787897525 1745897490
INSERT 1660651136 61101360
INSERT 1267889618 1326247643
INSERT 1640170337 1663080928
INSERT 610506582 164826621
INSERT 1889804310 370917955
INSERT 384370888 772634225
INSERT 951426815 813274570
INSERT 1390543437 216220853
INSERT 699460008 1867107722
INSERT 1304811783 223712350
INSERT 1730418657 1610009097
INSERT 856363827 787689126
INSERT 846621269 584522071
INSERT 1287726651 146533149
INSERT 1936060910 928140528
INSERT 1892430639 1449228398
INSERT 989241888 1012836610
INSERT 627992393 481928577
INSERT 528433890 1238498976
INSERT 646755199 270754552
INSERT 1609416931 1031126087
INSERT 1043388777 413360099
INSERT 1844400657 286448566
INSERT 629580952 396377017
INSERT 6072641 1934392735
INSERT 620089368 1736491298
INSERT 1396918184 1476453195
INSERT 376696776 96055805
INSERT 2060975266 1664423428
INSERT 242588954 1849552528
INSERT 445080308 2135019593
INSERT 1151297278 1434322197
INSERT 1000372555 1779289672
INSERT 1916250774 1528806445
INSERT 870305000 415522325
INSERT 1799560997 332238283
INSERT 1446648412 695466127
INSERT 745598382 1143565421
INSERT 981914693 1375179334
INSERT 1539942439 987987334
INSERT 1162088421 12548159
INSERT 576994985 411522957
INSERT 1489001354 953691761
INSERT 507578762 1402492972
INSERT 470631541 750167716
INSERT 1104561852 915711850
INSERT 737703662 108375482
INSERT 202550399 1738076217
INSERT 1887665154 2118801173
INSERT 1119399015 610486506
INSERT 386839851 771476364
INSERT 942724790 1833488263
INSERT 1466942491 1688323172
INSERT 829570037 301373537
INSERT 916018859 222028828
INSERT 1289360871 2078107280
INSERT 234576987 1866355856
INSERT 342146590 1723578341
INSERT 672563970 849725352
INSERT 978587665 1143195511
INSERT 1599893069 2083149517
INSERT 2058907361 190113083
INSERT 44041351 113974112
INSERT 1928189300 1931706506
INSERT 85291638 900104667
INSERT 394709364 472131489
INSERT 1671581032 1337434154
INSERT 158136104 991039875
INSERT 878273679 987706141
INSERT 1292413412 1794292538
INSERT 1209734969 434290636
INSERT 1724916170 1444311956
INSERT 153162844 2067062760
INSERT 1020406649 825726814
INSERT 769304465 1998994314
INSERT 1968922326 221713886
INSERT 1934660183 1880346039
INSERT 411826969 1978701535
INSERT 1994320152 192532621
INSERT 1762924393 2079611790
INSERT 1092637289 10150109
INSERT 404259631 616734673
INSERT 1347584264 562395735
INSERT 1607774548 78374295
INSERT 1550101877 752704313
INSERT 1872666833 612353198
INSERT 1186994949 1450099355
INSERT 2056665155 1340157793
INSERT 1369678468 929588156
INSERT 18400960 2138982933
INSERT 781098823 1987323286
INSERT 213213171 568275358
INSERT 1720185677 625040140
INSERT 399493245 1567022181
INSERT 817572761 14933990
INSERT 1499150323 1910210050
INSERT 25084100 1903409954
INSERT 379461075 1372668364
INSERT 318322042 1987235624
INSERT 1451042659 1868423919
INSERT 592456289 1176225844
INSERT 333293469 1779451238
INSERT 478841551 242474976
INSERT 972125383 1848520019
INSERT 1172063133 990526343
INSERT 1840019304 1953161956
INSERT 830365981 2053232475
INSERT 373953666 403068011
INSERT 530788967 773446912
INSERT 1970090192 1348361729
INSERT 788380902 1321756868
INSERT 1111088131 813465002
INSERT 1077683174 1490549207
INSERT 38649718 1396005216
INSERT 1330301183 1489692377
INSERT 1116945487 1922757472
INSERT 518434573 1450238957
INSERT 1554725062 997276125
INSERT 1692713933 379366797
INSERT 698312496 717293418
INSERT 1369893141 390848153
INSERT 522971726 52775474
INSERT 296596980 896925393
INSERT 455843485 827385948
INSERT 1670372305 278450030
INSERT 28264029 311269559
INSERT 1600206898 1139352160
INSERT 1124734562 530406424
INSERT 482417719 1163384280
INSERT 1926411641 1812718902
INSERT 505593010 895873480
INSERT 1587992726 1024027583
INSERT 198628789 995234140
INSERT 2021303708 1891342723
INSERT 1374600938 572132557
INSERT 461152493 597010431
INSERT 962980710 984124220
INSERT 649785905 1259577690
INSERT 1881049613 1105629391
INSERT 2086963638 1403938270
INSERT 1384079421 2115227667
INSERT 1715207829 836802671
INSERT 1107096180 692458743
INSERT 1367209095 1589513899
INSERT 1855843024 1146137088
INSERT 1254749154 213952386
INSERT 2042010569 695258232
INSERT 1237979969 93155710
INSERT 1690492373 1111800030
INSERT 1984498433 917609663
INSERT 1683932587 298167279
INSERT 1514620094 499429649
INSERT 1282291499 16922351
INSERT 1759007339 1015857464
INSERT 1122551742 1698487330
INSERT 272312086 359147515
INSERT 1666231349 1987519915
INSERT 1195950186 625843881
INSERT 532495011 415675634
INSERT 67874133 240854387
INSERT 1561812722 1322623287
INSERT 454806773 1456339643
INSERT 2017881519 1692786742
INSERT 1549495354 1560890244
INSERT 657103124 1386510139
INSERT 331016259 193552063
INSERT 1684677418 1845636353
INSERT 692981712 819485269
INSERT 1862558705 304505404
INSERT 1835342733 837626799
INSERT 2002992734 2107654819
INSERT 1196774315 1521740435
INSERT 1947691087 245240853
INSERT 100669 332702450
INSERT 660916487 67974802
INSERT 573556837 75245562
INSERT 1390598089 1028363610
INSERT 1531585205 1260995960
INSERT 573666704 933596911
INSERT 674402557 1230769829
INSERT 172623403 1005418816
INSERT 1424321892 1857300821
INSERT 703571522 2117303605
INSERT 529302443 418646579
INSERT 274325361 217161528
INSERT 1256273378 129834447
INSERT 177332700 305564045
INSERT 1651574882 2125023787
INSERT 550804899 1651675551
INSERT 310242589 1211721386
INSERT 1719650353 883799426
INSERT 1286966948 962764794
INSERT 1912163036 671068506
INSERT 76277107 338346092
INSERT 1604665417 750679664
INSERT 1569115921 1777288820
INSERT 1756098480 845954166
INSERT 1487105994 312186354
INSERT 815774123 2016408437
INSERT 730832933 1090099484
INSERT 86086317 1987106312
INSERT 1219933931 263419017
INSERT 145186709 724025165
INSERT 240959156 695991608
INSERT 228217069 551201745
INSERT 1907712995 1947867422
INSERT 1435001171 1047196295
INSERT 763148569 1199680559
INSERT 1718264801 839425676
INSERT 1538026652 1175446571
INSERT 1590105340 959658925
INSERT 805251743 1198720172
INSERT 1805613091 144874089
INSERT 1510906527 473903566
INSERT 13798878 94255812
INSERT 1564003050 99885196
INSERT 2081362124 636453333
INSERT 363304213 79065186
INSERT 1360478499 604263370
INSERT 775056794 1588695568
INSERT 1155465115 535286141
INSERT 1389079342 442982639
INSERT 1582482437 4744263
INSERT 1642663198 1153263590
INSERT 844169939 1033206202
INSERT 181226513 286791631
INSERT 1992865128 986478257
INSERT 1485511804 1650994571
INSERT 1131352346 848934683
INSERT 2124898138 1145151225
INSERT 943190495 1541417540
INSERT 1245036421 877068972
INSERT 30387226 1608340634
INSERT 956134158 1390865725
INSERT 65120356 1731190952
INSERT 832077645 1220585472
INSERT 118993446 73673339
INSERT 1663568111 1701475883
INSERT 78417603 1158747661
INSERT 707255825 922587542
INSERT 44470216 888482339
INSERT 1209379174 2037335344
INSERT 1874960596 547407330
INSERT 1540846267 858829294
INSERT 1396342013 1518260757
INSERT 2003980519 192048860
INSERT 912194650 1101533292
INSERT 1069117832 942581876
INSERT 562390279 2025251990
INSERT 185963953 627510635
INSERT 1608959295 1018041598
INSERT 1848096107 1727952741
INSERT 1091714937 1364180570
INSERT 1281944976 1170132540
INSERT 375444584 1989200801
INSERT 2092720083 419914800
INSERT 730199492 1154615609
INSERT 309766496 457676440
INSERT 1702022939 1850612763
INSERT 1316505735 950881304
INSERT 1221389873 1173002606
INSERT 1142930164 2133584523
INSERT 127052251 64564349
INSERT 928682751 689442530
INSERT 2089816339 1114646704
INSERT 1316953165 1551291986
INSERT 2132688302 1017565625
INSERT 1131761079 1076919591
INSERT 234262547 266222407
INSERT 99568484 609707131
INSERT 107939561 44804919
INSERT 1029621931 838139053
INSERT 1199420528 1339388427
INSERT 1295815494 753959819
INSERT 1042517543 464837581
INSERT 1704841123 116423768
INSERT 1637840187 700287639
INSERT 102524643 1764892438
INSERT 764851988 1031207394
INSERT 306851320 707184680
INSERT 2145854098 1623804486
INSERT 110993018 2131058752
INSERT 493886463 1242754098
INSERT 1060494695 728149010
INSERT 1508976505 1160063179
INSERT 1337856142 1616916066
INSERT 1204868098 219994425
INSERT 307571472 256804978
INSERT 1559382853 1603386966
INSERT 1010764797 454416748
INSERT 2068224547 568122272
INSERT 570840516 1558581086
INSERT 1268409912 673365159
INSERT 1175989877 2033261900
INSERT 1704572553 1482841197
INSERT 592962932 1702943003
INSERT 959162035 703955951
INSERT 1686518107 1453048498
INSERT 1946710049 599529154
INSERT 33713861 1308202906
INSERT 1759592334 1371570003
INSERT 777635325 816976784
INSERT 1591564428 1085206797
INSERT 1073781763 1003463633
INSERT 541110115 2084546560
INSERT 1457880381 461851014
INSERT 505185185 2028720897
INSERT 2020432100 1773595097
INSERT 554602408 1048938329
INSERT 1659373349 111691313
INSERT 384295879 104852634
INSERT 1814634316 1343457914
INSERT 808808585 1353668775
INSERT 649022765 608034986
INSERT 1953197930 682736626
INSERT 1916237892 1565306616
INSERT 2054306629 546389569
INSERT 234799752 1498387409
INSERT 1631596366 1308581515
INSERT 354367395 25222833
INSERT 1245644428 1812247776
INSERT 487073847 1750829613
INSERT 1693485026 360022300
INSERT 1376941062 100603786
INSERT 1408960629 888830763
INSERT 212295100 1793256508
INSERT 993683397 2026929416
INSERT 989230775 1802491982
INSERT 1233114544 1638253540
INSERT 263043320 1038828826
INSERT 173506518 31797565
INSERT 456651794 80329499
INSERT 578187134 691451546
INSERT 1578716908 62299853
INSERT 2000033062 1933084303
INSERT 87522686 1098193842
INSERT 1597848432 574596534
INSERT 701539807 1143849810
INSERT 934618834 2078480869
INSERT 1244453596 196095815
INSERT 819827984 1456748696
INSERT 1989352324 1813511382
INSERT 1336194465 831099451
INSERT 1468519716 421825361
INSERT 321869343 1731563037
INSERT 1460654187 495375861
INSERT 1763360602 1917305981
INSERT 575705360 194064088
INSERT 461273879 6938620
INSERT 256363941 313823293
INSERT 1940022924 343886628
INSERT 1412017135 1390387708
INSERT 918483162 2113556942
INSERT 386753870 1853101996
INSERT 2044554163 1631207466
INSERT 2049197811 716898500
INSERT 940472515 1891066487
INSERT 382926234 129183332
INSERT 574682290 1851445950
INSERT 551008693 896551633
INSERT 1435525339 2011662880
INSERT 1391927494 1051402293
INSERT 1781485213 1967632854
INSERT 1245466382 95275444
INSERT 1974571475 1501830323
INSERT 409098738 1767110751
INSERT 1845716951 1821115873
INSERT 1010014811 616716465
INSERT 1787189168 1396768681
INSERT 322334813 1684259683
INSERT 880492499 224048977
INSERT 253674535 1820965014
INSERT 2115115464 636600769
INSERT 1950148346 542314107
INSERT 340563072 353673391
INSERT 1438865740 1776088411
INSERT 217852623 683309587
INSERT 680007057 1999337836
INSERT 503458793 1925473439
INSERT 2094613281 330546620
INSERT 1279820114 356228371
INSERT 2097657371 978053418
INSERT 29860596 960188534
INSERT 1594769883 1817049764
INSERT 209473567 1917104697
INSERT 1353825800 1089966067
INSERT 2141153674 1607500335
INSERT 763447433 2108785490
INSERT 96617457 566112132
INSERT 503615949 437180529
INSERT 919785523 1942481690
INSERT 65785292 1137638147
INSERT 478307629 745792349
INSERT 989492335 981766422
INSERT 523782140 936621968
INSERT 1312313043 1803602255
INSERT 1292850339 1262486766
INSERT 634172025 1322710936
INSERT 75191653 81458260
INSERT 992277052 284665220
INSERT 1998562957 198619204
INSERT 1374631287 1992232983
INSERT 1806119540 2138078721
INSERT 1953534826 1902736997
INSERT 556707205 309667127
INSERT 192433878 1476492728
INSERT 104665169 258219170
INSERT 466647227 582972798
INSERT 1004011520 1456139563
INSERT 1564739221 1527793660
INSERT 245277883 729568616
INSERT 1183912267 1538128223
INSERT 1992055382 1818084292
INSERT 713355511 2067247035
INSERT 1899542553 1705632563
INSERT 204428608 1750621862
INSERT 1904251768 1579059895
INSERT 1595371198 1562887660
INSERT 1569654968 1401422376
INSERT 1318141009 2126362173
INSERT 1711089503 1510574887
INSERT 1455371254 1815754673
INSERT 1768794057 1922018481
INSERT 251243823 625321929
INSERT 1230674396 1815983044
INSERT 5631942 1475952280
INSERT 398068012 1189544209
INSERT 866596855 242639747
INSERT 860144854 1579952366
INSERT 162403134 612203759
INSERT 1138101281 366831742
INSERT 215341973 894869401
INSERT 1945891638 1810713171
INSERT 310273413 1368062958
INSERT 1064651899 1628414422
INSERT 1346941484 628257755
INSERT 991505661 654829090
INSERT 296528780 612816071
INSERT 429363923 547772603
INSERT 1238138000 1660038320
INSERT 216272000 1243769942
INSERT 988506952 614340012
INSERT 285830504 1855103807
INSERT 856979759 1145975358
INSERT 1287572525 1019382894
INSERT 1758179117 278190158
INSERT 1386214636 1973521090
INSERT 1173059560 1184622626
INSERT 1636750614 1483332973
INSERT 405201937 553918865
INSERT 964263748 1752143421
INSERT 1182176620 1955769409
INSERT 259488863 1478705400
INSERT 421101832 688852786
INSERT 2026478004 1659239833
INSERT 201407458 95266356
INSERT 755526127 1189914410
INSERT 709606368 1041356631
INSERT 897534569 1566586128
INSERT 39848341 37623446
INSERT 438485374 1798027458
INSERT 315813605 1824700010
INSERT 1624064901 1488873165
INSERT 861838989 1113331867
INSERT 824722490 1267040926
INSERT 1667250732 1788986238
INSERT 871700699 701943705
INSERT 1597272000 1131189562
INSERT 33165457 2018373832
INSERT 1820042348 2059643461
INSERT 1530130017 2021449807
INSERT 7426169 138172497
INSERT 1063880569 717032538
INSERT 1179529128 1961415139
INSERT 136135018 1219377470
INSERT 1999038585 574620392
INSERT 869921280 167368542
INSERT 251836754 346502533
INSERT 1656241707 1113675743
INSERT 1459834400 333480550
INSERT 233233021 979601485
INSERT 2122466788 1104933720
INSERT 1681545190 1572255140
INSERT 88639634 1714710647
INSERT 1443145325 1908681983
INSERT 1626870461 825791694
INSERT 1782648142 1634296630
INSERT 963964191 699045063
INSERT 203845520 2143493320
INSERT 512976554 339980538
INSERT 1215387142 364531492
INSERT 914600930 2085308422
INSERT 531900034 1166437685
INSERT 284327308 40658094
INSERT 132629780 1744161708
INSERT 374138644 365862802
INSERT 576279545 349121784
INSERT 1470796522 110341087
INSERT 1921376925 1559436157
INSERT 1825051735 1217038602
INSERT 1320634492 1304438548
INSERT 2042830296 955798986
INSERT 791251530 859310840
INSERT 1654844049 995097051
INSERT 855320512 20336956
INSERT 1335077589 2070707654
INSERT 384868448 102194872
INSERT 2008532428 916768482
INSERT 1268632557 145376088
INSERT 957426576 1401262337
INSERT 1889537797 1331565220
INSERT 1767125139 318333694
INSERT 1680687005 1090438014
INSERT 428674782 1454580282
INSERT 502390523 106242869
INSERT 524135236 1823025015
INSERT 1410681417 419481884
INSERT 631340353 54449299
INSERT 1278792724 138700754
INSERT 1049546350 2134113236
INSERT 159037710 237140292
INSERT 2057337242 543906158
INSERT 339335164 1918386023
INSERT 1460674641 1607967721
INSERT 2063762111 270617569
INSERT 861746410 1805816260
INSERT 1602182790 481387902
