BULKLOAD Testcases/TC_2/sortedData_2_10_100.txt 100
QUERY 1390605172 1538562432
QUERY 933306170 1601924201
QUERY 1289370237 185257089
INSERT 381127349 1833675480
QUERY 840508151 2138517136
QUERY 1992837311 1445005264
QUERY 529557810 315291027
QUERY 327301668 504718743
QUERY 1895323915 140643380
QUERY 1023583462 979038753
QUERY 1076859444 942908714
QUERY 252167354 1818353843
QUERY 1243328119 857690043
QUERY 787928086 276901143
QUERY 1533827849 1574877998
QUERY 535089754 1175711134
INSERT 282930022 1316354514
QUERY 2037776664 2081053720
QUERY 1795485573 713166018
QUERY 1728549517 226687709
QUERY 1922714050 1763139437
QUERY 1205284610 1109530076
QUERY 1883243028 1428318811
QUERY 1963408565 1408698863
INSERT 98854939 577569730
QUERY 1248205625 1920868367
QUERY 1454689856 1761034841
QUERY 796039849 1249611995
QUERY 40527030 2084359975
QUERY 1007616870 1064390252
QUERY 1397412402 661930870
QUERY 477855787 227391237
QUERY 1304882413 581964618
QUERY 1603559962 1787635399
QUERY 863975390 588286925
QUERY 882943503 1909394066
QUERY 527566362 839283427
QUERY 996878907 1757125012
QUERY 71062266 157801876
QUERY 1514917316 1808234623
INSERT 1190154080 469640665
QUERY 1474133721 1673157166
QUERY 469758395 235724272
QUERY 1196671630 1449800428
QUERY 1129374539 1302368909
QUERY 1683958898 973693793
QUERY 1044756059 1084723482
QUERY 1469916595 1820648207
QUERY 142805225 1201811521
QUERY 428280715 1612985010
QUERY 143824078 1050841710
QUERY 1659172621 406509567
QUERY 407758942 880655926
QUERY 465694305 1195235543
QUERY 132475377 443455082
QUERY 116619641 1528460074
INSERT 259424866 582787947
QUERY 1164397649 1779933097
QUERY 1498229089 1481762942
QUERY 1672730781 460706515
QUERY 1511868087 888243559
QUERY 216724374 1029457905
QUERY 1700005813 2142183592
INSERT 616841607 190828981
QUERY 1911003565 1524099028
QUERY 359383538 1533652956
QUERY 1225056527 1345432641
QUERY 230839231 455400028
QUERY 434636388 1419223945
QUERY 124888058 997403811
QUERY 92240618 1198140004
QUERY 1658643857 2064703021
QUERY 21892322 888828842
QUERY 615656279 1643551744
QUERY 841500737 773633691
QUERY 1229033720 623103707
QUERY 2042327652 500057642
QUERY 1160485566 458210120
QUERY 1514049102 1913171274
QUERY 143824078 1050841710
QUERY 479844798 1324840870
QUERY 1563354364 1195694890
QUERY 542189595 8278878
QUERY 2037776664 2081053720
QUERY 1437664165 524726231
QUERY 1054014592 1217225495
QUERY 69771621 472435187
QUERY 381127349 1833675480
QUERY 720306030 1692061432
QUERY 129203532 182529344
QUERY 190808222 706823074
QUERY 1280617046 1963515915
QUERY 894289861 1257952662
QUERY 1766436016 1021740363
QUERY 338106042 1064530974
QUERY 1100482026 952297460
QUERY 1927785704 814866146
QUERY 1168315500 1046572677
QUERY 385852719 261190897
QUERY 1319812630 1992642875
QUERY 124888058 997403811
QUERY 1823819603 360316402
QUERY 933306170 1601924201
QUERY 837174489 760377523
QUERY 381127349 1833675480
QUERY 1289086997 306533876
QUERY 143824078 1050841710
QUERY 107017204 1462007028
QUERY 120898880 1503958225
QUERY 1658643857 2064703021
QUERY 1154871310 1714111936
QUERY 1841690477 1348453871
QUERY 811027575 419575216
QUERY 726109092 1505847097
QUERY 554285215 1014440143
QUERY 491683055 1763184188
QUERY 226656664 1937526035
QUERY 1514049102 1913171274
QUERY 1076859444 942908714
QUERY 1474085690 870191723
QUERY 20018680 209692007
QUERY 1933845055 570084840
QUERY 1806394389 572551058
QUERY 837390144 706315054
QUERY 496357441 2065699484
QUERY 387491869 1761125809
QUERY 1886757628 1207666780
INSERT 1213359671 2077858503
QUERY 1220141794 758082434
QUERY 973277757 731159142
QUERY 670508107 675827836
QUERY 1280617046 1963515915
QUERY 820925513 1729159134
QUERY 1162103222 1218242911
QUERY 1505140448 1544438244
QUERY 1867933822 218151495
QUERY 1152278296 1106166230
QUERY 2117763596 1298781607
QUERY 875773967 294399446
QUERY 2057345308 648732784
QUERY 1029487371 1665259862
QUERY 1174036970 2042205533
QUERY 998659535 200356269
QUERY 698531797 1117343976
QUERY 554285215 1014440143
QUERY 339261835 767207705
QUERY 762385306 1532950984
QUERY 1066521919 1083641761
QUERY 1289420864 1217232119
QUERY 1681009015 1473959475
QUERY 1795485573 713166018
QUERY 1527704302 1126832414
QUERY 384964139 1253942385
QUERY 1529797761 630345649
QUERY 259424866 582787947
QUERY 1161582542 1865616960
QUERY 2057345308 648732784
QUERY 2112716246 1578223911
QUERY 487304214 97521018
QUERY 15231277 1520844832
QUERY 196660504 1358476033
QUERY 2037776664 2081053720
QUERY 918044865 599409556
QUERY 1066521919 1083641761
QUERY 2110377009 623089083
QUERY 1034563350 2012855991
QUERY 699942677 1088114726
INSERT 238928446 511272815
QUERY 529557810 315291027
QUERY 1567328352 370414065
INSERT 747213154 1961979609
QUERY 1894123369 272880776
QUERY 1743592769 1974468103
QUERY 1239768781 922421895
QUERY 1839016692 71867259
QUERY 310795705 2107019705
QUERY 656557017 504436309
QUERY 1046175471 1458057052
QUERY 380073132 1575279570
QUERY 505787270 1752057564
QUERY 1098203395 775080446
QUERY 1697502341 1920874918
QUERY 477882712 1939690969
QUERY 105919992 1570204330
QUERY 20018680 209692007
QUERY 136772508 1961685829
QUERY 671364104 1509984469
QUERY 263146142 640258606
QUERY 1415339052 2124210417
QUERY 388125420 441411738
QUERY 248859046 1994322712
QUERY 1417043394 163507598
QUERY 1980655433 403519901
QUERY 468091825 789286638
QUERY 1447858865 669355691
QUERY 757212008 1544094805
QUERY 1883202264 1731502477
QUERY 738398113 1782704902
QUERY 361892784 591183924
QUERY 388125420 441411738
QUERY 990112159 2096749553
QUERY 1022188316 237539650
INSERT 322563533 906895342
QUERY 469758395 235724272
QUERY 1118871951 289311235
QUERY 356945905 1360566896
QUERY 1240668768 1879133445
QUERY 697377549 1562282839
INSERT 482389105 1804407336
QUERY 784016068 1277263334
QUERY 1491058738 1773484311
INSERT 1485911761 1545068656
QUERY 1477664877 89451732
QUERY 1956582001 1815457908
QUERY 870140235 352241360
QUERY 930002597 1134375218
QUERY 1381838434 803900192
QUERY 322276780 1357712179
QUERY 771246074 1919352896
QUERY 1243663342 271661185
QUERY 1927785704 814866146
QUERY 1280713783 1103677203
QUERY 982159006 440750195
QUERY 407992436 1400016548
QUERY 1335085069 868821131
QUERY 1304822190 1369895901
QUERY 1117926545 486252750
QUERY 901777195 1152865017
QUERY 1514917316 1808234623
QUERY 1831708073 1358440151
QUERY 577762758 647505025
QUERY 1684733536 129547779
QUERY 20018680 209692007
QUERY 1056904215 1573116496
QUERY 2059369246 1174990279
QUERY 575203766 1743303633
QUERY 433619473 1235288287
INSERT 8075280 578116223
INSERT 1766658644 433824676
QUERY 487304214 97521018
QUERY 68003811 1215069289
INSERT 1526019204 1271806325
QUERY 176285348 1378760148
QUERY 888228030 666794797
QUERY 2031992436 734797573
QUERY 479844798 1324840870
QUERY 1641876843 1245134883
QUERY 817393206 1807289207
QUERY 1875293018 538573236
QUERY 1526019204 1271806325
QUERY 204044379 921534630
QUERY 1736975332 1771917431
QUERY 473653430 355971144
QUERY 1833168031 1318655292
QUERY 1304822190 1369895901
QUERY 36319418 1430610164
QUERY 1969183401 1980465921
QUERY 1319812630 1992642875
QUERY 1997488973 514233818
QUERY 1485911761 1545068656
QUERY 663780084 394116293
QUERY 1156816302 1793339545
QUERY 1491058738 1773484311
QUERY 1645837361 173129694
QUERY 6111967 840775326
QUERY 1916729669 275909710
QUERY 98854939 577569730
QUERY 1940118248 906026087
QUERY 744187097 486644407
QUERY 1886243729 1224403408
QUERY 697377549 1562282839
QUERY 616841607 190828981
QUERY 877152525 1301376900
INSERT 646398546 1577286610
QUERY 882943503 1909394066
QUERY 479844798 1324840870
QUERY 1692507919 1586102895
QUERY 1718603200 1495746726
QUERY 1886243729 1224403408
QUERY 863975390 588286925
QUERY 853078572 1411428042
QUERY 841231004 538701848
QUERY 356463272 1807421746
QUERY 1268326865 1375897291
QUERY 1945548055 1414611792
QUERY 1168315500 1046572677
INSERT 1641974888 943590286
QUERY 698531797 1117343976
QUERY 1280617046 1963515915
QUERY 1618008451 1895693580
QUERY 661608538 985781881
QUERY 1249044540 151134129
QUERY 2096682184 573135453
QUERY 1336010323 582250434
QUERY 1637789758 1218394666
QUERY 2069835319 17565472
QUERY 1801988352 436387002
QUERY 671364104 1509984469
QUERY 1454974947 21842748
QUERY 1755987692 1359870963
QUERY 1348018828 1628783326
QUERY 1247785299 1597626
QUERY 529557810 315291027
QUERY 384964139 1253942385
QUERY 1893213693 802217114
INSERT 1628555968 1616406441
QUERY 923897740 1525042727
QUERY 361892784 591183924
INSERT 1820195017 93398165
QUERY 698531797 1117343976
QUERY 1883202264 1731502477
QUERY 888792064 1153106575
QUERY 1256665188 169093578
QUERY 1797649546 303495903
QUERY 2037776664 2081053720
QUERY 813522754 801564197
QUERY 894962362 1662021792
QUERY 572188161 861853956
QUERY 1533827849 1574877998
QUERY 719901763 1196626265
QUERY 1365719843 1651974064
QUERY 982159006 440750195
QUERY 491683055 1763184188
QUERY 1348018828 1628783326
QUERY 814935109 2111502196
QUERY 825872504 262594993
QUERY 1300426287 121399255
QUERY 1318025520 2002399040
QUERY 2037776664 2081053720
QUERY 2043612533 2026317226
QUERY 738398113 1782704902
QUERY 1252853759 881645866
QUERY 1659172621 406509567
QUERY 464922873 1424650259
INSERT 2028619121 475519458
QUERY 1793544979 1399805959
QUERY 759211768 1516629981
QUERY 663780084 394116293
QUERY 856589570 1927871620
QUERY 2110377009 623089083
QUERY 1710991579 803044409
QUERY 616841607 190828981
QUERY 37441186 1780339043
QUERY 680552640 622260176
QUERY 2138890157 1601651902
QUERY 580442007 1495744295
INSERT 1437031578 1276132267
QUERY 863975390 588286925
QUERY 458113700 596205158
QUERY 323066876 2105013019
QUERY 1535145211 1677546284
INSERT 854676812 149850860
QUERY 1947648957 1326152367
QUERY 1808729716 756468473
QUERY 46016403 1432892840
QUERY 1293338378 1197740797
QUERY 20018680 209692007
QUERY 1819351561 2055722910
QUERY 1078057722 1942566821
QUERY 2092417681 748857161
QUERY 1187056519 683135562
INSERT 848302587 1439604035
QUERY 221944547 1894348711
QUERY 2039188479 282751783
QUERY 1940312525 1269210879
QUERY 620167585 1120972056
QUERY 322276780 1357712179
QUERY 1251253599 1137052
QUERY 1034563350 2012855991
QUERY 1795485573 713166018
QUERY 2097385544 1405396760
QUERY 1162635823 727704898
QUERY 479844798 1324840870
QUERY 81788929 612574379
QUERY 356945905 1360566896
QUERY 499804674 314038188
QUERY 1341079863 347384334
QUERY 1533595320 1504994615
INSERT 210058003 1451434058
QUERY 529557810 315291027
QUERY 219469541 1391961081
QUERY 903251587 243868798
INSERT 1036586646 15279095
QUERY 23945404 1144558590
QUERY 1418328215 514353124
QUERY 27111403 284938498
QUERY 1190213214 1086801532
QUERY 2123386583 528435606
QUERY 12700688 847215705
QUERY 1750467292 381022583
QUERY 396301678 1903004540
QUERY 1559278155 1861950639
QUERY 908477296 37620980
QUERY 1021968837 1957400693
QUERY 1466717395 1130886780
QUERY 796039849 1249611995
QUERY 555041353 2085633482
QUERY 319172417 1842672948
QUERY 1996040494 1032526064
QUERY 1069684301 342293634
QUERY 933306170 1601924201
QUERY 1268326865 1375897291
QUERY 1858195536 1952541140
QUERY 464922873 1424650259
QUERY 458113700 596205158
QUERY 2110377009 623089083
QUERY 882943503 1909394066
QUERY 633528151 1629759781
QUERY 388125420 441411738
QUERY 1026824972 1631870772
QUERY 1801988352 436387002
QUERY 887303985 1042618050
QUERY 817747533 322974195
QUERY 54452245 1509746591
QUERY 1164397649 1779933097
QUERY 1537261701 496478284
QUERY 1449170095 515345364
QUERY 557068225 1830940756
QUERY 37441186 1780339043
QUERY 109227031 2037364736
QUERY 679485636 527669967
QUERY 1658643857 2064703021
QUERY 297895697 1556846422
QUERY 2053324706 1030148024
QUERY 1545493388 947589780
QUERY 1947648957 1326152367
QUERY 1163004239 162162613
QUERY 52043701 1077630450
QUERY 1948888362 1960096021
QUERY 428280715 1612985010
QUERY 2016873431 1138030496
QUERY 1820195017 93398165
QUERY 738398113 1782704902
INSERT 1936045210 1055975140
QUERY 71495731 1122469372
QUERY 1174513073 1060383964
QUERY 861788678 844523888
QUERY 1047530038 753391483
QUERY 29824504 939249354
QUERY 1252853759 881645866
QUERY 1219269745 1810181814
QUERY 380073132 1575279570
QUERY 356288118 48073611
INSERT 1530801192 1108457576
QUERY 1970246254 1862847796
QUERY 762894187 1438185265
QUERY 354265493 667088661
QUERY 1925888180 1831451806
QUERY 903237903 1999659270
QUERY 570848929 574245374
QUERY 930533493 2024462919
INSERT 313851037 985436847
INSERT 1146062953 808199453
QUERY 1527676308 696528956
QUERY 860371380 1475823844
QUERY 1195642587 484685256
QUERY 637623191 1200943701
QUERY 964529264 1574685024
QUERY 747213154 1961979609
QUERY 1108032984 1620081694
QUERY 1381838434 803900192
QUERY 1743592769 1974468103
QUERY 762385306 1532950984
QUERY 774922022 460931572
QUERY 1661875274 1751242952
QUERY 1178444328 1647922932
QUERY 554614581 303261256
QUERY 1451137401 13782759
QUERY 153854206 1316420602
QUERY 621643773 433922267
QUERY 1104863662 2031057060
QUERY 1164100090 1745844031
INSERT 678491716 1349603335
QUERY 380564015 126702703
QUERY 962487027 77571132
QUERY 1729682413 489956044
QUERY 174727088 1454192867
QUERY 2075836641 899831508
INSERT 1331043782 242999952
QUERY 361090419 1424909400
QUERY 671364104 1509984469
QUERY 1213359671 2077858503
QUERY 1459695600 1473185979
QUERY 2031992436 734797573
QUERY 698531797 1117343976
QUERY 621750264 93725974
QUERY 1464597053 749107325
INSERT 1825687472 26533078
QUERY 2129934195 260906370
QUERY 1771431412 290160719
QUERY 621750264 93725974
QUERY 524025018 494840843
QUERY 1530801192 1108457576
QUERY 1579587908 1514408148
QUERY 962428942 1929450309
QUERY 870140235 352241360
QUERY 162903209 1972162803
QUERY 661608538 985781881
QUERY 1563354364 1195694890
QUERY 1274371395 1205597907
QUERY 388125420 441411738
QUERY 633015626 109965671
QUERY 219469541 1391961081
INSERT 698289322 1589678506
QUERY 506952042 1119418024
INSERT 1195656991 1543538458
QUERY 40527030 2084359975
QUERY 983344217 977513438
QUERY 20018680 209692007
QUERY 2034106905 481739657
QUERY 1867933822 218151495
QUERY 2142011218 1375051677
QUERY 1882003719 809472529
QUERY 1563354364 1195694890
QUERY 77605441 1704414246
QUERY 1027742903 804238892
QUERY 1109427210 2048626156
QUERY 1252853759 881645866
QUERY 1348018828 1628783326
QUERY 124888058 997403811
QUERY 1942118147 82452045
QUERY 1099923797 1674506483
INSERT 1177529238 1231437081
QUERY 1782084751 95409222
QUERY 190240985 44556236
QUERY 132656915 1179517227
QUERY 661494741 1989775877
QUERY 1162103222 1218242911
QUERY 162833446 1401558472
QUERY 837174489 760377523
QUERY 487304214 97521018
QUERY 473653430 355971144
QUERY 667997272 545934395
QUERY 1535145211 1677546284
QUERY 1267945984 244838223
QUERY 1462901862 265845149
QUERY 263148095 1611761440
QUERY 762385306 1532950984
QUERY 1054014592 1217225495
QUERY 1136687428 1933349297
QUERY 2028619121 475519458
QUERY 2069835319 17565472
QUERY 881366986 622809879
QUERY 888655029 1443760399
QUERY 908038191 401311582
QUERY 2110377009 623089083
QUERY 1410772589 839246510
QUERY 1853472484 783453663
QUERY 1412290977 669777225
QUERY 92240618 1198140004
QUERY 2071334365 1841213651
QUERY 1137490402 1217154311
QUERY 1618465893 181519536
QUERY 2033861020 1587158370
INSERT 1297149961 278921232
QUERY 1911003565 1524099028
QUERY 1304822190 1369895901
QUERY 46541316 677108457
QUERY 600959174 258010970
QUERY 796039849 1249611995
QUERY 1467119957 1411809679
QUERY 698531797 1117343976
QUERY 1344694849 1192143425
QUERY 1843518619 918707315
QUERY 1578787175 757547652
QUERY 1956582001 1815457908
QUERY 1672228165 571198002
QUERY 938058214 1678742682
INSERT 1886972023 1796212732
QUERY 946916135 610697422
QUERY 1955392271 1965290931
QUERY 1144669835 917226079
QUERY 525701376 1276541227
QUERY 1595595235 1810500213
QUERY 2071976728 1597086254
QUERY 786810889 2137844934
QUERY 1766658644 433824676
QUERY 2057133366 748372381
QUERY 566179665 8982891
QUERY 663346543 520175671
QUERY 503123038 1329561292
QUERY 105734225 671754075
QUERY 1795347979 1124640286
QUERY 1115001572 928996924
QUERY 599681667 1975003897
QUERY 1743592769 1974468103
QUERY 1567328352 370414065
QUERY 1956582001 1815457908
QUERY 1956582001 1815457908
INSERT 1291223455 533403103
QUERY 181267434 2002609430
QUERY 970127354 587470023
INSERT 1724219297 815419243
QUERY 953018182 2050204595
QUERY 1155898266 1243415982
QUERY 1263385747 1455215603
QUERY 1895149616 297582372
QUERY 1588805828 521672056
QUERY 702939490 1987531634
QUERY 98854939 577569730
QUERY 1133672857 1113948490
QUERY 1381838434 803900192
QUERY 224117654 118303835
QUERY 124888058 997403811
QUERY 1088168636 211543713
QUERY 733215769 413060670
QUERY 253108656 332584898
QUERY 650838512 1355869394
QUERY 1641974888 943590286
INSERT 1339003673 1852942773
QUERY 2077060427 441921802
INSERT 1417080180 2015441240
QUERY 200572230 358494427
QUERY 1686876768 437630774
QUERY 1873786034 135967142
QUERY 323066876 2105013019
QUERY 1587286361 1907971059
QUERY 1203579798 813878029
QUERY 743454808 1103420442
QUERY 971378034 765606337
INSERT 13037385 1922992289
QUERY 996532666 1258102117
QUERY 105734225 671754075
QUERY 1289420864 1217232119
QUERY 621750264 93725974
QUERY 313851037 985436847
QUERY 1721142541 1771455019
QUERY 595349405 1050794430
QUERY 826303071 450454150
QUERY 98422561 1604399328
QUERY 493736788 1334427125
QUERY 581669891 578672773
QUERY 1841101375 1026172630
QUERY 1595595235 1810500213
QUERY 1319812630 1992642875
QUERY 1641876843 1245134883
QUERY 738398113 1782704902
QUERY 1300740910 1501733001
QUERY 1028909538 1606736371
QUERY 888228030 666794797
QUERY 1190154080 469640665
QUERY 1628555968 1616406441
QUERY 1378240547 110499625
QUERY 367361982 45897134
QUERY 1889722364 1687856453
QUERY 1042105806 11366336
