BULKLOAD data/sortedData_2_10_100.txt 100
INSERT 1117142618 168002245
INSERT 150122846 439493451
INSERT 990892921 1760243555
INSERT 1231192379 1622597488
INSERT 111537764 338888228
INSERT 2147469841 438792350
INSERT 1911165193 269441500
INSERT 2142757034 116087764
INSERT 1869470124 155324914
INSERT 8936987 1982275856
INSERT 1275373743 387346491
INSERT 350322227 841148365
INSERT 1960709859 1760281936
INSERT 771151432 1186452551
INSERT 1244316437 971899228
INSERT 1476153275 213975407
INSERT 1139901474 1626276121
INSERT 653468858 2130794395
INSERT 1239036029 1884661237
INSERT 1605908235 1350573793
INSERT 76065818 1605894428
INSERT 1789366143 1987231011
INSERT 1875335928 1784639529
QUERY 1939964443 2112255763
QUERY 352118606 1782436840
QUERY 1395235128 532670688
QUERY 2040651434 1975960378
QUERY 1911165193 269441500
QUERY 1129566413 184803526
QUERY 1544617505 243268139
QUERY 2027907669 968338082
QUERY 933110197 6939507
QUERY 1789376348 502278611
QUERY 1034949299 654887343
QUERY 1335354340 87755422
QUERY 1447267605 1369321801
QUERY 1308044878 1346811305
INSERT 705178736 1590079444
QUERY 1470503465 1402586708
QUERY 188213258 559412924
QUERY 201305624 238962600
QUERY 1273911899 1431419379
QUERY 619290071 707900973
QUERY 1255179497 524872353
QUERY 937370163 2058657199
QUERY 350322227 841148365
QUERY 572660336 1159126505
QUERY 437116466 1704365084
INSERT 638422090 1943327684
QUERY 1069755936 1237379107
QUERY 1856669179 1057418418
QUERY 1065103348 625032172
QUERY 2145174067 468703135
QUERY 2053999932 1264095060
QUERY 1070575321 260401255
QUERY 150122846 439493451
QUERY 945117276 1889947178
QUERY 846811127 1414829150
QUERY 324763920 155789224
QUERY 327254586 1572276965
QUERY 917679292 2006811972
QUERY 1414647625 1635905385
QUERY 412776091 1424268980
QUERY 1476153275 213975407
QUERY 524688209 700108581
QUERY 2114937732 726371155
QUERY 882160379 11614769
QUERY 630668850 246247255
INSERT 1548348142 105575579
QUERY 610515434 1585990364
QUERY 201690613 213801961
QUERY 1411154259 1737518944
QUERY 114723506 982936784
QUERY 950390868 255789528
QUERY 1137949908 1277849958
QUERY 1908518808 1023457753
QUERY 364228444 1947346619
QUERY 1781999754 150517567
QUERY 364319529 1034514500
QUERY 624549797 767066249
QUERY 1231192379 1622597488
QUERY 1780695788 709393584
QUERY 474613996 425245975
QUERY 160051528 2040332871
INSERT 430253414 861543921
INSERT 932026304 496060028
QUERY 332266748 1192707556
QUERY 820697697 655858699
QUERY 805750846 1632621729
QUERY 1739000681 1498617647
QUERY 149798315 2038664370
QUERY 1804289383 846930886
QUERY 1543755629 1722060049
QUERY 1476153275 213975407
QUERY 1194953865 894429689
QUERY 1131176229 1653377373
QUERY 1841585795 389040743
QUERY 1275373743 387346491
INSERT 1900553541 400000569
QUERY 1780172261 1450956042
INSERT 410409117 847228023
QUERY 1713258270 1573363368
QUERY 1989806367 1184214677
QUERY 1186631626 2016764524
QUERY 1276673168 1411328205
QUERY 696947386 1877565100
QUERY 1630634994 1665204916
QUERY 1297893529 1010528946
QUERY 1469348094 1956297539
INSERT 885799631 1314218593
QUERY 35005211 521595368
QUERY 8936987 1982275856
QUERY 76065818 1605894428
QUERY 1748806355 826047641
INSERT 970925433 309198987
QUERY 873524566 37487770
QUERY 1745790417 1251300606
INSERT 1025125849 2137100237
QUERY 412776091 1424268980
QUERY 1369133069 1125898167
QUERY 2147469841 438792350
QUERY 1930772757 1647149314
QUERY 1469348094 1956297539
QUERY 1899058025 2077211388
QUERY 1911165193 269441500
QUERY 1635550270 2069110699
QUERY 1231192379 1622597488
QUERY 1026413173 773319847
QUERY 452456682 1302539390
QUERY 771151432 1186452551
QUERY 2040651434 1975960378
QUERY 610515434 1585990364
QUERY 653468858 2130794395
