BULKLOAD Testcases/TC_5/sortedData_2_10_100000.txt 100000
INSERT 1289610105 966691816
INSERT 657121869 150944598
INSERT 2012627127 379716578
INSERT 1945727329 1389301030
INSERT 2090005918 610339960
INSERT 1252405857 643600391
INSERT 1993554356 914985859
INSERT 213728529 798599235
INSERT 2086444255 997999536
INSERT 2024276725 1785847807
INSERT 269311858 264133332
INSERT 1559868548 1749033669
INSERT 23993533 616788499
INSERT 2075556961 1387985272
INSERT 1080694360 114471669
INSERT 1859760413 222820818
INSERT 1081163485 369398635
INSERT 373765416 946306964
INSERT 749115213 172009097
INSERT 188124346 691637484
INSERT 782349058 1440530204
INSERT 1335237875 628419766
INSERT 208032415 1548966404
INSERT 1427019001 146993023
INSERT 399482293 1303812078
INSERT 1932840830 668794151
INSERT 1567945411 1345225730
INSERT 270344172 1591938944
INSERT 1962014230 198417485
INSERT 832440568 895224942
INSERT 312889155 544717334
INSERT 1118045760 1394052640
INSERT 914115969 1491811177
INSERT 192875957 1663231182
INSERT 1663820274 381000303
INSERT 207385018 298685684
INSERT 1821530507 1542622894
INSERT 927105450 2029562923
INSERT 944105650 206640804
INSERT 29072298 1343587943
INSERT 1510452882 1961913128
INSERT 2012382094 930914645
INSERT 1159655211 135242619
INSERT 375369942 974185793
INSERT 333660104 1207810510
INSERT 1869410735 646549259
INSERT 1752527844 839972848
INSERT 2040601900 519160165
INSERT 184300377 85994209
INSERT 34907700 1848120651
INSERT 466994512 242292718
INSERT 2146806336 141041372
INSERT 1784915612 926428138
INSERT 23120647 581537615
INSERT 1133068942 52192945
INSERT 1925125558 496038177
INSERT 2014106073 1790024005
INSERT 1426952822 1026277636
INSERT 1925266624 1802322764
INSERT 2000463429 111443080
INSERT 862649627 1722390517
INSERT 757992340 467693823
INSERT 414879717 651110592
INSERT 986853989 599180094
INSERT 737104801 1021761689
INSERT 299817097 1204099313
INSERT 1264054407 299139785
INSERT 1345140685 901486372
INSERT 1225567924 1368261332
INSERT 1483023987 211153218
INSERT 1420454277 1260665897
INSERT 707191395 1287076703
INSERT 903206254 2134144218
INSERT 165870691 680989230
INSERT 1788983334 18850473
INSERT 792432311 504149313
INSERT 1741240990 1550424651
INSERT 971843137 8637059
INSERT 54051595 1958697126
INSERT 607817153 791156396
INSERT 832975167 907634250
INSERT 1995255709 2097029574
INSERT 1206774036 1192912747
INSERT 851032298 284858312
INSERT 413690431 186572637
INSERT 496011530 1834144709
INSERT 1447238535 1203202926
INSERT 973737764 202961141
INSERT 1189863496 1139608455
INSERT 883950372 831363182
INSERT 1158458928 1676382683
INSERT 1335512496 752216270
INSERT 1079323686 159871985
INSERT 760853329 1133375281
INSERT 2118569111 1368670482
INSERT 1924531677 804060630
INSERT 128821085 1772303738
INSERT 753606556 1335595121
INSERT 817732837 1604638855
INSERT 1620453433 1231423269
INSERT 1791211492 2116464963
INSERT 918084330 1090966379
INSERT 1172184241 1891822094
INSERT 1293927521 214564089
INSERT 883946901 30394245
INSERT 1045927272 2042405830
INSERT 1706776928 233956120
INSERT 647138452 638616966
INSERT 393828105 1407991782
INSERT 1771992247 364913568
INSERT 629178616 1549040276
INSERT 1168974198 757999701
INSERT 1173860366 1922580754
INSERT 2093594822 1991593204
INSERT 1379735961 1566564607
INSERT 1075532825 1023463806
INSERT 1535545923 1993617155
INSERT 2114430185 560246516
INSERT 1737955601 1260874058
INSERT 774810606 474418854
INSERT 1291268303 1820737878
INSERT 369341036 850561583
INSERT 2054693998 1016479489
INSERT 1489178549 301038455
INSERT 276987623 1113687148
INSERT 665952023 906166239
INSERT 515243776 1834926221
INSERT 1664165941 1689104143
INSERT 1610023327 1610277115
INSERT 1533213699 842275641
INSERT 1029358075 461262876
INSERT 1865739447 417420350
INSERT 307396383 1832685984
INSERT 977666866 2045351984
INSERT 946076395 1752477472
INSERT 372287190 89861050
INSERT 1425731702 741628227
INSERT 940422634 1332942052
INSERT 1758107716 282117535
INSERT 1633980507 2035095339
INSERT 1395804684 152448882
INSERT 793777930 1911048460
INSERT 1987375103 310460223
INSERT 1452668955 1449914783
INSERT 1920737339 838399006
INSERT 144706776 802611766
INSERT 1299661882 2010446223
INSERT 1220032116 1607058265
INSERT 1695648559 50215334
INSERT 1504926601 494241306
INSERT 1802692807 1877213792
INSERT 584102357 1080940861
INSERT 471358371 1524524991
INSERT 266399266 81982439
INSERT 1806642526 1900379773
INSERT 2117077778 1054963562
INSERT 2052828656 763372060
INSERT 818528375 1892720111
INSERT 1073832284 123713682
INSERT 1195151246 847085975
INSERT 962112689 1339858022
INSERT 1649697741 114290923
INSERT 1202820597 722246209
INSERT 1721349189 750985509
INSERT 772461543 1078792142
INSERT 1245226815 427670702
INSERT 808522286 1829329172
INSERT 1508611564 1279880657
INSERT 1206370515 1775010830
INSERT 1361863096 865529394
INSERT 1527906955 1331457226
INSERT 1920492956 1433251963
INSERT 2094829287 591537683
INSERT 1178488427 1021177923
INSERT 715251366 226156025
INSERT 1868263898 1677364055
INSERT 1566014048 1370477991
INSERT 1791654978 621350997
INSERT 2092724200 1365520519
INSERT 1372336506 717702095
INSERT 296829014 470079674
INSERT 1145372798 1105351300
INSERT 151925198 506500714
INSERT 237748310 1358295714
INSERT 134027896 1599611406
INSERT 76341460 1661934851
INSERT 783584985 1996834416
INSERT 947703167 730930624
INSERT 440888452 2126191594
INSERT 1752108547 1156139818
INSERT 204863971 1472888797
INSERT 686020225 1770878019
INSERT 695883140 330191555
INSERT 244745369 641123692
INSERT 1695712075 1617081875
INSERT 1358825787 1992541089
INSERT 2087161549 356714937
INSERT 950408741 91603100
INSERT 863215651 1188157051
INSERT 1449898814 997243547
INSERT 640284810 1526240274
INSERT 511694751 1423869795
INSERT 1375591042 1459397918
INSERT 7316771 1816479494
INSERT 1438105864 1759425318
INSERT 825135664 1642969835
INSERT 1084830467 1511155889
INSERT 1266364207 1780713607
INSERT 1841347445 1511109576
INSERT 274353651 1389575872
INSERT 980707803 1633179438
INSERT 1234633313 920385705
INSERT 1989894376 37558406
INSERT 1011988805 705626379
INSERT 1225715458 314403971
INSERT 1702869927 1866000268
INSERT 1840644245 67081030
INSERT 1142386415 1068751639
INSERT 1526478948 1149703186
INSERT 737747486 817101164
INSERT 761644856 1562883150
INSERT 312587351 1846475323
INSERT 926555392 1578951558
INSERT 1479705282 620419189
INSERT 942577486 1754058933
INSERT 2009995061 1923285290
INSERT 1239754723 1097144726
INSERT 696187347 1082165451
INSERT 1134703132 1708176152
INSERT 1787791831 212934942
INSERT 2022580123 1343178110
INSERT 2078935210 1715740720
INSERT 1410259140 1073837977
INSERT 637008711 789254440
INSERT 76057515 1374756197
INSERT 1606355604 837702371
INSERT 790155700 1918942955
INSERT 536694046 1716711092
INSERT 1350410866 2016399328
INSERT 189646633 145504704
INSERT 1622974613 52158046
INSERT 2068789994 715245689
INSERT 1149302772 617493693
INSERT 1797411140 136522256
INSERT 178186197 1437719323
INSERT 349457199 53282672
INSERT 633413785 280908761
INSERT 1769023392 2043672925
INSERT 1354746739 258548456
INSERT 685443717 1430804254
INSERT 1633304653 144315673
INSERT 121022978 275976705
INSERT 2063258629 657717024
INSERT 1992687797 1266185847
INSERT 526632705 34850782
INSERT 1411690551 2123670
INSERT 87008828 1332996898
INSERT 717369359 1236311600
INSERT 1950490591 367296852
INSERT 1372833857 2128676789
INSERT 1805016175 1722291056
INSERT 34475813 290946313
INSERT 2003199817 1803499206
INSERT 187135590 1210462908
INSERT 2062047662 872579308
INSERT 493783515 1547868667
INSERT 1016894981 614806493
INSERT 1823845373 932669962
INSERT 1272523517 1669049522
INSERT 51372161 1799156222
INSERT 1703900305 1463062713
INSERT 1801279893 1790909133
INSERT 648575963 371165604
INSERT 879737086 451582906
INSERT 738462456 105087295
INSERT 432776047 395994984
INSERT 1827378351 467251861
INSERT 686941297 1683094520
INSERT 123267419 874076887
INSERT 746073781 37831433
INSERT 1746656195 1239857296
INSERT 1585700100 616067529
INSERT 1854663789 1262061825
INSERT 1548737491 979703658
INSERT 783627700 1600109653
INSERT 631376233 340044357
INSERT 915688718 285172478
INSERT 2130953490 1564264681
INSERT 656338082 863206928
INSERT 2015847587 1394800539
INSERT 968294223 301139987
INSERT 1790795523 648188926
INSERT 768391848 330253172
INSERT 183799799 891659267
INSERT 1204330059 929873580
INSERT 929490700 803502607
INSERT 22247228 367707152
INSERT 1419570136 1876911017
INSERT 1629768978 820823979
INSERT 709131027 265913030
INSERT 273449984 1340507260
INSERT 605957387 1189138702
INSERT 1625679738 589427229
INSERT 605919735 134534173
INSERT 1452634158 474283675
INSERT 1529334712 273444733
INSERT 775423662 1172646587
INSERT 921633660 1543815510
INSERT 1502899759 1105433459
INSERT 287991129 559746170
INSERT 2035307039 1217481829
INSERT 1363248777 2057554267
INSERT 1585188981 635335265
INSERT 1786981636 1067474311
INSERT 1456159245 348629015
INSERT 1333387341 1729609229
INSERT 1689136276 1939344728
INSERT 771264284 1167332366
INSERT 381288310 1377184019
INSERT 1301866539 1833922468
INSERT 1851467694 683717603
INSERT 2107367201 479407708
INSERT 1856364190 881517213
INSERT 2023223218 1211780301
INSERT 1986950672 163730699
INSERT 1771526472 1874774063
INSERT 1381212528 987291601
INSERT 1784844682 818917862
INSERT 1622626867 1424342670
INSERT 1886392173 931302464
INSERT 1772971686 1072295867
INSERT 513428045 1314624314
INSERT 864156947 1284692329
INSERT 334473032 1245445257
INSERT 514392701 1636339572
INSERT 931884077 218376747
INSERT 172573527 891767631
INSERT 697784456 2028937718
INSERT 1773284844 573524026
INSERT 1093234371 1612751869
INSERT 737254726 717277195
INSERT 1340042284 2118467254
INSERT 1704568797 977403319
INSERT 789901468 1179712016
INSERT 254262341 528809994
INSERT 2111014480 2027234027
INSERT 1601105861 476958877
INSERT 1194374693 317779160
INSERT 1761651207 1528847726
INSERT 1563224418 128560260
INSERT 1017703650 347624847
INSERT 346937007 1190277177
INSERT 1239392478 1044721463
INSERT 1071731247 865193675
INSERT 1618245490 17481971
INSERT 330461896 208016568
INSERT 734759166 1670504180
INSERT 179000174 291844315
INSERT 500423851 968901643
INSERT 1471556331 754686193
INSERT 1497711637 1435087163
INSERT 634436572 951333850
INSERT 1912046041 1828811266
INSERT 1269113010 1526213600
INSERT 1210175344 684853780
INSERT 1654773860 80395346
INSERT 1032478628 2001710867
INSERT 1270672523 124387458
INSERT 898948683 194920123
INSERT 989581133 369710525
INSERT 212402094 1320043029
INSERT 577727093 947161260
INSERT 843063562 756727267
INSERT 1239005576 1343487413
INSERT 1725628910 563078259
INSERT 2098173606 1075856899
INSERT 1998165423 585126531
INSERT 2027190749 1762727816
INSERT 266454149 1148820112
INSERT 1141457768 1476629493
INSERT 1833673892 648747980
INSERT 1557024839 718668872
INSERT 502975199 680213714
INSERT 843056331 1401923882
INSERT 875133837 1832637464
INSERT 1771634407 1087535931
INSERT 1005196846 201877852
INSERT 2034697192 1848260408
INSERT 958605120 1126219120
INSERT 1044264173 536750382
INSERT 1689297379 994954132
INSERT 1612607282 1539979154
INSERT 1580080663 1492314383
INSERT 1155223322 1846534812
INSERT 493650847 149197442
INSERT 1175680657 179841092
INSERT 797945422 585221848
INSERT 898509964 1300920622
INSERT 1265435562 1741566295
INSERT 555360856 2140569400
INSERT 1426720112 179511616
INSERT 1080621683 284433310
INSERT 381389468 967835227
INSERT 2132693718 1339994588
INSERT 2094054347 1029474243
INSERT 1876744971 1635868079
INSERT 2024428375 1341868605
INSERT 1028363585 1457025390
INSERT 686699340 36103260
INSERT 1156076554 1180350188
INSERT 185300702 184273563
INSERT 1360191280 983246125
INSERT 769495411 111217596
INSERT 136683099 2034930974
INSERT 1852783892 692043955
INSERT 2028016726 1132020356
INSERT 871555571 961154761
INSERT 1416453666 1252945040
INSERT 1928989989 1401663736
INSERT 445455980 1875560688
INSERT 283654331 174717303
INSERT 1363945119 160599059
INSERT 1516585908 244825057
INSERT 1617624449 55801601
INSERT 280928317 626217356
INSERT 1236151789 466229019
INSERT 810490919 448859421
INSERT 1449475144 1579986331
INSERT 560077017 1586158243
INSERT 1467433657 265377261
INSERT 130718551 1347966735
INSERT 1397397617 1002274122
INSERT 161637848 666367635
INSERT 107735514 2090627837
INSERT 2068031371 553191495
INSERT 1818704878 204202055
INSERT 727908798 1035166349
INSERT 364801114 97011059
INSERT 1279991406 1982425563
INSERT 152812660 1560919723
INSERT 461159271 1388964449
INSERT 2027148743 1271650191
INSERT 1837823870 1329140239
INSERT 704152874 250417239
INSERT 767814835 24102883
INSERT 515794501 898533386
INSERT 1372069618 1913192118
INSERT 1900807508 1533707466
INSERT 432076106 2008543023
INSERT 1476851656 352623829
INSERT 414250870 1148072886
INSERT 556825884 1142159668
INSERT 35755587 921626998
INSERT 1239170727 1315746994
INSERT 756568914 1391983387
INSERT 729183069 1217728185
INSERT 633464188 608848164
INSERT 341894728 323804410
INSERT 1937988404 1046047602
INSERT 574221650 558319591
INSERT 1070150485 1090016151
INSERT 1456852977 294736455
INSERT 855724621 1210176837
INSERT 1828443922 1287800727
INSERT 1071236212 1157811930
INSERT 1640424557 1485487082
INSERT 158401168 49766793
INSERT 480163103 194156755
INSERT 971393792 1719333830
INSERT 1509903749 1727962706
INSERT 963833570 91603171
INSERT 798207243 1597297758
INSERT 700451335 1140101972
INSERT 1921102169 490956091
INSERT 38665926 347840171
INSERT 1049275682 1108816412
INSERT 1437856322 358645011
INSERT 1403552867 146097295
INSERT 1568821849 1084513141
INSERT 1433898023 492574413
INSERT 94841423 926838932
INSERT 1978061496 253242591
INSERT 976605725 310740951
INSERT 447399347 1947999517
INSERT 2030074781 1957303096
INSERT 1528478575 846424703
INSERT 2048906267 179202171
INSERT 296238814 601873955
INSERT 1319304143 69857335
INSERT 1092830046 1357970069
INSERT 417697506 2142105729
INSERT 319302833 1855553828
INSERT 353267092 1722855701
INSERT 2001651123 1922088941
INSERT 659885194 1288065498
INSERT 267179707 754726618
INSERT 67420782 97757555
INSERT 1007969209 1044026508
INSERT 408498506 1455368556
INSERT 844542377 291089639
INSERT 1265188005 225537305
INSERT 1137514343 1166610624
INSERT 404739476 1433753157
INSERT 1768484579 1724043619
INSERT 1503610492 713830978
INSERT 934530040 1921307998
INSERT 708453059 1253832874
INSERT 1629378178 1061720151
INSERT 829204927 1483545653
INSERT 836325445 1489090121
INSERT 624127504 1103505152
INSERT 96333091 691548286
INSERT 1201262707 1104302301
INSERT 1735574794 1609761213
INSERT 412187209 432633524
INSERT 1900850852 1677375214
INSERT 658170829 890881547
INSERT 696502191 1062910305
INSERT 177151056 317503122
INSERT 639470276 1680761548
INSERT 1031334100 1574000316
INSERT 1454585898 1739787159
INSERT 680349542 936480428
INSERT 654023663 1509554469
INSERT 272542434 1490349108
INSERT 851160943 896669938
INSERT 446370612 947494034
INSERT 1588218224 1647633319
INSERT 2051796335 1176309371
INSERT 1109910884 316499897
INSERT 1608942895 863278088
INSERT 1993875111 119630076
INSERT 1754159636 542893654
INSERT 1182540381 1931310692
INSERT 860396777 1822010657
INSERT 1464588593 1891730877
INSERT 1248527325 771690843
INSERT 1484034389 1928876868
INSERT 1708171272 2138058052
INSERT 1290947689 1980713706
INSERT 1480923512 2142108632
INSERT 729899996 1927294124
INSERT 942119019 170634572
INSERT 1427443795 846431706
INSERT 1346943943 389871031
INSERT 1162931603 808403190
INSERT 1253149119 1009323067
INSERT 928033266 859825107
INSERT 1552216721 2110573647
INSERT 643652152 265129850
INSERT 1785100656 2108240745
INSERT 9377080 886144334
INSERT 732447940 1493411469
INSERT 667537554 293135564
INSERT 1483985873 1958485243
INSERT 126365622 817425737
INSERT 1953110228 856265618
INSERT 597236213 747745599
INSERT 1026900191 2024680008
INSERT 1594177305 226360486
INSERT 267067391 609625261
INSERT 1034763677 1520216510
INSERT 1618948328 1962796943
INSERT 232557970 1023681401
INSERT 1925886943 876210122
INSERT 1288811252 1563503951
INSERT 836967219 1298188332
INSERT 302164637 1569415159
INSERT 644116153 969702191
INSERT 1862550724 2128102026
INSERT 780703787 1988916346
INSERT 798044115 586330367
INSERT 697698317 1395280328
INSERT 1334075966 1724598508
INSERT 1272476688 780769623
INSERT 1950958994 1539544079
INSERT 1390394884 838239023
INSERT 912276941 861859564
INSERT 653552319 1144834911
INSERT 1885540966 431955614
INSERT 2021045033 1026868570
INSERT 1995459565 710528604
INSERT 177573254 150140555
INSERT 132460116 821689407
INSERT 1119842746 1995010840
INSERT 802307785 1900546533
INSERT 1836443538 1600351900
INSERT 339393252 386658207
INSERT 848148580 1673469218
INSERT 2111256715 2120625268
INSERT 306755194 1914732062
INSERT 1512685699 1697150078
INSERT 605487437 277478992
INSERT 411525995 1259039756
INSERT 1422313904 149583313
INSERT 1690995370 1295875289
INSERT 1176451883 1538971288
INSERT 2006403894 1354025137
INSERT 1689111843 2138864010
INSERT 28230896 661470941
INSERT 1986391202 830538681
INSERT 414533827 1675351092
INSERT 283406933 753927079
INSERT 2062009300 1131555513
INSERT 279912650 2025782367
INSERT 1104697133 586667844
INSERT 1793030781 469899184
INSERT 136334274 251034571
INSERT 747378176 547860269
INSERT 1510074327 22208432
INSERT 697443582 1053586050
INSERT 1318083722 1873895465
INSERT 445073690 1177003968
INSERT 1080436954 2134185533
INSERT 1168384330 1108667850
INSERT 648172826 1007291884
INSERT 1939206531 1062706653
INSERT 535159328 75129816
INSERT 1816633733 449684980
INSERT 1206685329 2096546383
INSERT 327983700 163898814
INSERT 535730579 2121014481
INSERT 633797998 672064853
INSERT 224565404 1381176175
INSERT 1219925123 1734639732
INSERT 1403384607 1917368705
INSERT 640742134 573984681
INSERT 1643780523 1085815824
INSERT 1750988649 576733829
INSERT 1072517709 771889331
INSERT 1685401680 1720690535
INSERT 1779181215 1477124563
INSERT 635913541 166856896
INSERT 1552254380 305063626
INSERT 616541876 611456061
INSERT 254126361 944525576
INSERT 775354876 789856940
INSERT 918056410 1409152874
INSERT 1461921793 1142621814
INSERT 642845401 534363268
INSERT 729777898 2046230009
INSERT 304248326 1370520032
INSERT 472731042 1948028849
INSERT 308852208 76236044
INSERT 377279030 1381369917
INSERT 848125375 2062680710
INSERT 954576805 479822943
INSERT 1392321626 1590490346
INSERT 646679839 797092358
INSERT 1895553972 1263221715
INSERT 1408548419 2196685
INSERT 60263644 36419647
INSERT 792053625 978320054
INSERT 1445572522 106491770
INSERT 2120941868 2088417923
INSERT 640855039 703236119
INSERT 1987164284 945103365
INSERT 2073756151 312411679
INSERT 745648566 235124712
INSERT 388647723 1122927596
INSERT 1616494629 1236773098
INSERT 1038124659 423587786
INSERT 1716596041 282962637
INSERT 2014078132 215792232
INSERT 1080054995 1762148456
INSERT 1479013948 341119766
INSERT 1764345141 1539277592
INSERT 377539414 408915118
INSERT 370113998 1823111936
INSERT 515406889 343572218
INSERT 1764046211 1156261928
INSERT 1046808337 1603726848
INSERT 2101365293 973080841
INSERT 1916138527 699530211
INSERT 1208205553 157302602
INSERT 1822457807 677216534
INSERT 1394075700 713098818
INSERT 1100804321 963188094
INSERT 996061455 967398805
INSERT 1178980326 2076116450
INSERT 582063614 510510626
INSERT 269752569 198925107
INSERT 2049788218 647291983
INSERT 607840226 272418568
INSERT 322920271 1123247115
INSERT 615990787 2086966482
INSERT 132025395 1662799124
INSERT 1543209682 85907040
INSERT 488396317 1311864561
INSERT 785437251 1696601870
INSERT 1469167163 460411410
INSERT 226334757 715759216
INSERT 1173510229 1327139078
INSERT 1678947310 22088036
INSERT 147054235 710443988
INSERT 2098204487 729117849
INSERT 1220954615 220473408
INSERT 928042957 1123259185
INSERT 867765391 1535883183
INSERT 1395677754 1190685662
INSERT 511646650 2011668541
INSERT 1130168496 643672045
INSERT 1526984017 525894531
INSERT 729579085 2015380335
INSERT 1837759092 1515016336
INSERT 1564498557 1159442608
INSERT 1975427746 1790833314
INSERT 1875201824 1001454327
INSERT 970488744 1406665486
INSERT 1023542364 1117542980
INSERT 2117109474 974263203
INSERT 1846660829 1190580441
INSERT 1194736611 627220138
INSERT 166355979 2062502002
INSERT 15619673 1562033733
INSERT 1105704016 527266323
INSERT 1426218626 88388864
INSERT 1170938368 805718995
INSERT 614283395 1900517453
INSERT 673615682 304558840
INSERT 1268050141 90630592
INSERT 1464001448 1095994240
INSERT 1881463906 1191719624
INSERT 2097448567 704469003
INSERT 450901462 973507283
INSERT 1822011983 420527288
INSERT 1947770486 1521189164
INSERT 1611107730 995023449
INSERT 925655 1777463709
INSERT 910041803 16545328
INSERT 1192013794 2015745819
INSERT 543811652 470748772
INSERT 2104134684 1714750020
INSERT 1276467767 570934431
INSERT 1467783826 1950083450
INSERT 875493271 588350319
INSERT 2040714042 192011071
INSERT 1684344559 1774694300
INSERT 1383730695 1634309479
INSERT 331679655 1834632157
INSERT 460333114 6207990
INSERT 107675798 260619953
INSERT 1527397155 1718783528
INSERT 1255643402 1528322810
INSERT 1348763589 18201558
INSERT 1544868138 393293735
INSERT 2033947377 2088679790
INSERT 864042507 1990598413
INSERT 1655946163 2140510274
INSERT 414049197 976246341
INSERT 1943110076 1289542468
INSERT 1564596660 1836340470
INSERT 1481553540 1101457572
INSERT 1463551123 717800587
INSERT 588283403 1795230778
INSERT 404949097 1048616517
INSERT 1801438769 512624895
INSERT 1309236470 1181352276
